"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
3,1908246,0.151602069519045,"LTR"
4,3140650,0.249511352118641,"LTR"
5,4421341,0.351256832530713,"LTR"
6,4307225,0.342190799238761,"LTR"
7,3522689,0.279862733982922,"LTR"
8,2488563,0.197705799424457,"LTR"
9,1808101,0.143645973055599,"LTR"
10,1448050,0.115041444744049,"LTR"
11,1130639,0.0898244839915522,"LTR"
12,998173,0.0793006208518365,"LTR"
13,877620,0.069723195149527,"LTR"
14,705665,0.0560620980665789,"LTR"
15,628189,0.0499069577240562,"LTR"
16,565437,0.0449215768735479,"LTR"
17,480071,0.0381396094193712,"LTR"
18,408055,0.0324182429716053,"LTR"
19,390505,0.0310239697384586,"LTR"
20,366945,0.0291522274380064,"LTR"
21,326526,0.0259411089302824,"LTR"
22,305127,0.0242410489350627,"LTR"
23,293956,0.0233535602577133,"LTR"
24,276923,0.0220003604867624,"LTR"
25,271815,0.0215945515024369,"LTR"
26,217260,0.0172603876144416,"LTR"
27,176915,0.0140551480935696,"LTR"
28,156353,0.0124215842063923,"LTR"
29,207618,0.0164943715167777,"LTR"
30,173728,0.0138019544300916,"LTR"
31,134263,0.0106666271852977,"LTR"
32,162393,0.0129014366467459,"LTR"
33,140456,0.0111586348281967,"LTR"
34,156503,0.0124335010716328,"LTR"
35,185243,0.0147167724517261,"LTR"
36,151415,0.0120292810026727,"LTR"
37,114585,0.00910329335727142,"LTR"
38,67058,0.00532747432868095,"LTR"
39,46005,0.00365490256928282,"LTR"
40,60441,0.00480178168003528,"LTR"
41,37535,0.00298199691203197,"LTR"
42,52193,0.00414651298334047,"LTR"
43,11879,0.000943736281284874,"LTR"
44,6972,0.000553895896381694,"LTR"
45,3358,0.000266778889852227,"LTR"
46,5224,0.000415024693444918,"LTR"
47,1291,0.000102564486837172,"LTR"
48,1087,8.63575501099973e-05,"LTR"
49,1552,0.000123299832355764,"LTR"
50,1672,0.00013283332454822,"LTR"
51,0,0,"LTR"
52,460,3.65450534044147e-05,"LTR"
53,270,2.1450357433026e-05,"LTR"
54,0,0,"LTR"
55,0,0,"LTR"
56,0,0,"LTR"
57,0,0,"LTR"
58,0,0,"LTR"
59,0,0,"LTR"
60,0,0,"LTR"
61,0,0,"LTR"
62,0,0,"LTR"
63,0,0,"LTR"
64,0,0,"LTR"
65,0,0,"LTR"
66,0,0,"LTR"
67,0,0,"LTR"
68,0,0,"LTR"
69,0,0,"LTR"
70,0,0,"LTR"
0,28953,0.00230019332873482,"SINE"
1,594,4.71907863526572e-05,"SINE"
2,761,6.04582296538251e-05,"SINE"
3,832,6.60988792010283e-05,"SINE"
4,519,4.12323537323722e-05,"SINE"
5,976,7.75390698319755e-05,"SINE"
6,1260,0.000100101668020788,"SINE"
7,1253,9.95455476428947e-05,"SINE"
8,1700,0.000135057806059793,"SINE"
9,606,4.81441355719028e-05,"SINE"
10,1448,0.000115037472455636,"SINE"
11,1125,8.9376489304275e-05,"SINE"
12,1344,0.000106775112555507,"SINE"
13,1536,0.000122028700063437,"SINE"
14,1700,0.000135057806059793,"SINE"
15,3194,0.000253749783855871,"SINE"
16,4165,0.000330891624846494,"SINE"
17,3588,0.000285051416554434,"SINE"
18,4302,0.000341775695099548,"SINE"
19,4504,0.000357823740290182,"SINE"
20,6035,0.000479455211512266,"SINE"
21,6544,0.000519893107561934,"SINE"
22,8262,0.000656380937450596,"SINE"
23,9007,0.000715568034812093,"SINE"
24,9894,0.000786036431267997,"SINE"
25,13046,0.00103644949285651,"SINE"
26,12691,0.00100824624512049,"SINE"
27,14889,0.00118286804377898,"SINE"
28,15046,0.00119534102939744,"SINE"
29,17559,0.00139498824506112,"SINE"
30,15416,0.00122473596365751,"SINE"
31,15389,0.00122259092791421,"SINE"
32,18326,0.00145592314932457,"SINE"
33,18641,0.00148094856632977,"SINE"
34,17122,0.00136027044432693,"SINE"
35,17041,0.00135383533709702,"SINE"
36,12156,0.000965742759095793,"SINE"
37,13936,0.00110715622661722,"SINE"
38,12883,0.00102349983262842,"SINE"
39,11476,0.000911719636671876,"SINE"
40,8227,0.000653600335561129,"SINE"
41,7267,0.000577332398021481,"SINE"
42,3383,0.000268765034058989,"SINE"
43,3928,0.000312062977766393,"SINE"
44,3162,0.000251207519271216,"SINE"
45,2347,0.000186459218130785,"SINE"
46,834,6.62577707375692e-05,"SINE"
47,1011,8.03196717214418e-05,"SINE"
48,527,4.18679198785359e-05,"SINE"
49,1119,8.88998146946522e-05,"SINE"
50,1070,8.50069720493993e-05,"SINE"
51,777,6.17293619461526e-05,"SINE"
52,101,8.02402259531713e-06,"SINE"
53,416,3.30494396005141e-05,"SINE"
54,0,0,"SINE"
55,262,2.08147912868623e-05,"SINE"
56,0,0,"SINE"
57,0,0,"SINE"
58,0,0,"SINE"
59,0,0,"SINE"
60,0,0,"SINE"
61,0,0,"SINE"
62,0,0,"SINE"
63,0,0,"SINE"
64,0,0,"SINE"
65,0,0,"SINE"
66,0,0,"SINE"
67,0,0,"SINE"
68,0,0,"SINE"
69,0,0,"SINE"
70,0,0,"SINE"
0,201620,0.0160178557986915,"Unknown"
1,539088,0.0428282603253893,"Unknown"
2,452716,0.0359663704283326,"Unknown"
3,397468,0.0315771506229258,"Unknown"
4,418041,0.0332115884135542,"Unknown"
5,470080,0.037345866748581,"Unknown"
6,444053,0.0352781317378055,"Unknown"
7,424550,0.0337287009192266,"Unknown"
8,423603,0.0336534657766745,"Unknown"
9,460924,0.0366184612942966,"Unknown"
10,378578,0.0300764200602967,"Unknown"
11,381791,0.0303316793137497,"Unknown"
12,362054,0.0287636581853955,"Unknown"
13,327179,0.025992987016963,"Unknown"
14,285196,0.022657615327664,"Unknown"
15,257906,0.020489540311563,"Unknown"
16,227946,0.0181093450941798,"Unknown"
17,213258,0.0169424456498232,"Unknown"
18,198376,0.0157601337264221,"Unknown"
19,170340,0.0135327921671913,"Unknown"
20,160035,0.0127141035251641,"Unknown"
21,162964,0.0129468001804283,"Unknown"
22,161227,0.0128088028809425,"Unknown"
23,169932,0.0135003782937369,"Unknown"
24,179375,0.014250584683515,"Unknown"
25,151276,0.0120182380408831,"Unknown"
26,166991,0.0132667282892535,"Unknown"
27,160312,0.0127361100029751,"Unknown"
28,161831,0.0128567881249779,"Unknown"
29,147730,0.011736523346596,"Unknown"
30,118862,0.00944308290816421,"Unknown"
31,112939,0.00897252562269824,"Unknown"
32,103805,0.00824686797531579,"Unknown"
33,76925,0.00611136572420565,"Unknown"
34,64912,0.00515698370997253,"Unknown"
35,63051,0.00500913513522119,"Unknown"
36,48967,0.00389022093489994,"Unknown"
37,35773,0.0028420134683394,"Unknown"
38,37190,0.00295458812197866,"Unknown"
39,27608,0.00219333877041104,"Unknown"
40,22856,0.00181581247958979,"Unknown"
41,23257,0.00184767023266624,"Unknown"
42,17791,0.00141341966329987,"Unknown"
43,14983,0.0011903359459964,"Unknown"
44,16016,0.00127240342461979,"Unknown"
45,14399,0.00114393961732645,"Unknown"
46,13011,0.00103366889096704,"Unknown"
47,9091,0.000722241479346812,"Unknown"
48,5590,0.000444101844631909,"Unknown"
49,3312,0.000263124384511786,"Unknown"
50,2515,0.000199806107200224,"Unknown"
51,3679,0.000292280981467047,"Unknown"
52,58,4.60785455968707e-06,"Unknown"
53,720,5.7200953154736e-05,"Unknown"
54,0,0,"Unknown"
55,849,6.74494572616262e-05,"Unknown"
56,0,0,"Unknown"
57,0,0,"Unknown"
58,0,0,"Unknown"
59,0,0,"Unknown"
60,0,0,"Unknown"
61,0,0,"Unknown"
62,0,0,"Unknown"
63,0,0,"Unknown"
64,0,0,"Unknown"
65,0,0,"Unknown"
66,0,0,"Unknown"
67,0,0,"Unknown"
68,0,0,"Unknown"
69,0,0,"Unknown"
70,0,0,"Unknown"
0,7565,0.00060100723696608,"Other"
1,4945,0.000392859324097458,"Other"
2,2345,0.000186300326594244,"Other"
3,5153,0.000409384043897715,"Other"
4,4967,0.000394607130999408,"Other"
5,5504,0.000437269508560649,"Other"
6,5899,0.000468650587027483,"Other"
7,4545,0.000361081016789271,"Other"
8,5568,0.000442354037729958,"Other"
9,2888,0.000229439378765108,"Other"
10,4595,0.000365053305202794,"Other"
11,7977,0.000633738893493513,"Other"
12,7396,0.000587580902128372,"Other"
13,3829,0.000304197846707617,"Other"
14,4587,0.000364417739056631,"Other"
15,5040,0.000400406672083152,"Other"
16,1947,0.000154680910822599,"Other"
17,4362,0.000346542441195776,"Other"
18,9203,0.000731139405393105,"Other"
19,15707,0.00124785468222422,"Other"
20,20017,0.00159026594346993,"Other"
21,11431,0.000908144577099704,"Other"
22,4916,0.000390555396817614,"Other"
23,5830,0.000463168829016821,"Other"
24,2176,0.000172873991756535,"Other"
25,10856,0.000862463260344186,"Other"
26,3565,0.000283224163884214,"Other"
27,11666,0.000926814332643264,"Other"
28,9194,0.000730424393478671,"Other"
29,10173,0.000808201800615457,"Other"
30,4874,0.000387218674550255,"Other"
31,7469,0.000593380443212116,"Other"
32,5973,0.000474529573879497,"Other"
33,2067,0.000164214403015055,"Other"
34,844,6.70522284202739e-05,"Other"
35,782,6.21265907875049e-05,"Other"
36,185,1.46974671300363e-05,"Other"
37,372,2.95538257966136e-05,"Other"
38,71,5.64064954720313e-06,"Other"
39,0,0,"Other"
40,0,0,"Other"
41,0,0,"Other"
42,0,0,"Other"
43,0,0,"Other"
44,0,0,"Other"
45,262,2.08147912868623e-05,"Other"
46,0,0,"Other"
47,0,0,"Other"
48,0,0,"Other"
49,0,0,"Other"
50,0,0,"Other"
51,0,0,"Other"
52,0,0,"Other"
53,0,0,"Other"
54,0,0,"Other"
55,0,0,"Other"
56,0,0,"Other"
57,0,0,"Other"
58,0,0,"Other"
59,0,0,"Other"
60,0,0,"Other"
61,0,0,"Other"
62,0,0,"Other"
63,0,0,"Other"
64,0,0,"Other"
65,0,0,"Other"
66,0,0,"Other"
67,0,0,"Other"
68,0,0,"Other"
69,0,0,"Other"
70,0,0,"Other"
