"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
61,52,5.09657024423604e-06,"LINE"
62,0,0,"LINE"
63,0,0,"LINE"
64,0,0,"LINE"
65,0,0,"LINE"
66,0,0,"LINE"
67,0,0,"LINE"
68,0,0,"LINE"
69,0,0,"LINE"
70,0,0,"LINE"
0,6774,0.000663926285277979,"LTR"
1,53510,0.00524456680325135,"LTR"
2,159092,0.0155927606403077,"LTR"
3,166020,0.0162717806143859,"LTR"
4,308530,0.0302393234125797,"LTR"
5,427002,0.0418508786044091,"LTR"
6,567952,0.0556655242952759,"LTR"
7,658464,0.0645366928711661,"LTR"
8,747092,0.073223208786669,"LTR"
9,720429,0.070609942393937,"LTR"
10,737926,0.0723248402701562,"LTR"
11,710480,0.0696348312908619,"LTR"
12,711493,0.0697341163996583,"LTR"
13,695507,0.0681673130934206,"LTR"
14,800536,0.0784613068661488,"LTR"
15,771023,0.0755687092196462,"LTR"
16,725632,0.0711198934512593,"LTR"
17,722143,0.0707779331900643,"LTR"
18,701323,0.0687373448730452,"LTR"
19,660496,0.0647358511545562,"LTR"
20,588509,0.0576803357281751,"LTR"
21,539205,0.0528480030489095,"LTR"
22,506954,0.0496870513768545,"LTR"
23,474397,0.0464961083491316,"LTR"
24,386911,0.0379215209570694,"LTR"
25,376505,0.0369016188424248,"LTR"
26,318600,0.0312262938425693,"LTR"
27,314151,0.0307902430537884,"LTR"
28,258078,0.0252944741440759,"LTR"
29,215335,0.0211051914142801,"LTR"
30,210405,0.0206219973507401,"LTR"
31,191846,0.018803011828379,"LTR"
32,153034,0.0149990102068542,"LTR"
33,153697,0.0150639914774682,"LTR"
34,116476,0.0114159253032238,"LTR"
35,92949,0.00911002130060568,"LTR"
36,78731,0.00771650138267206,"LTR"
37,72275,0.00708374258465691,"LTR"
38,52947,0.00518938662926087,"LTR"
39,42207,0.00413674885189366,"LTR"
40,44924,0.00440304464715499,"LTR"
41,40773,0.00399620112631223,"LTR"
42,29751,0.00291592425646666,"LTR"
43,25371,0.00248663622435601,"LTR"
44,19294,0.00189102358254404,"LTR"
45,14643,0.00143517457858362,"LTR"
46,12914,0.00126571361796277,"LTR"
47,11700,0.00114672830495311,"LTR"
48,2505,0.000245517470419447,"LTR"
49,2250,0.000220524674029444,"LTR"
50,3325,0.0003258864627324,"LTR"
51,3482,0.000341274184431344,"LTR"
52,2838,0.000278155122175805,"LTR"
53,690,6.76275667023628e-05,"LTR"
54,0,0,"LTR"
55,0,0,"LTR"
56,0,0,"LTR"
57,0,0,"LTR"
58,333,3.26376517563577e-05,"LTR"
59,0,0,"LTR"
60,0,0,"LTR"
61,0,0,"LTR"
62,0,0,"LTR"
63,0,0,"LTR"
64,0,0,"LTR"
65,0,0,"LTR"
66,0,0,"LTR"
67,0,0,"LTR"
68,0,0,"LTR"
69,0,0,"LTR"
70,0,0,"LTR"
0,135,1.32314804417666e-05,"SINE"
1,122,1.19573378807076e-05,"SINE"
2,926,9.07581547338956e-05,"SINE"
3,1057,0.000103597591310721,"SINE"
4,1490,0.000146036339690609,"SINE"
5,1527,0.000149662745441316,"SINE"
6,1888,0.000185044704252262,"SINE"
7,3667,0.000359406213184876,"SINE"
8,8886,0.00087092544596695,"SINE"
9,8942,0.000876414060076128,"SINE"
10,13508,0.00132393213190655,"SINE"
11,17434,0.00170872318534637,"SINE"
12,21172,0.00207508817713395,"SINE"
13,20612,0.00202020203604218,"SINE"
14,20025,0.00196266959886205,"SINE"
15,20533,0.00201245916970959,"SINE"
16,19989,0.00195914120407758,"SINE"
17,14366,0.00140802554093644,"SINE"
18,15385,0.00150789871553022,"SINE"
19,13821,0.0013546095643382,"SINE"
20,11235,0.00110115320565369,"SINE"
21,9415,0.000922773247105428,"SINE"
22,8427,0.000825938412464944,"SINE"
23,9290,0.000910521876326015,"SINE"
24,12297,0.00120524085179559,"SINE"
25,7826,0.000767033821757523,"SINE"
26,9602,0.000941101297791431,"SINE"
27,10761,0.00105469600765815,"SINE"
28,9509,0.000931986277931547,"SINE"
29,12225,0.00119818406222664,"SINE"
30,12473,0.001222490781853,"SINE"
31,10920,0.00107027975128957,"SINE"
32,11255,0.0011031134249784,"SINE"
33,13428,0.00131609125460772,"SINE"
34,9802,0.000960703491038493,"SINE"
35,8763,0.000858870097120007,"SINE"
36,8097,0.000793594793607292,"SINE"
37,7266,0.000712147680665751,"SINE"
38,6013,0.000589339939972909,"SINE"
39,6914,0.000677647820550922,"SINE"
40,6069,0.000594828554082087,"SINE"
41,4530,0.000443989677045947,"SINE"
42,4871,0.000477411416532187,"SINE"
43,2488,0.000243851283993447,"SINE"
44,2028,0.000198766239525205,"SINE"
45,3224,0.000315987355142634,"SINE"
46,395,3.87143316629468e-05,"SINE"
47,802,7.86047949207173e-05,"SINE"
48,921,9.0268099902719e-05,"SINE"
49,146,1.4309601070355e-05,"SINE"
50,297,2.91092569718866e-05,"SINE"
51,492,4.82213953877717e-05,"SINE"
52,0,0,"SINE"
53,0,0,"SINE"
54,0,0,"SINE"
55,0,0,"SINE"
56,0,0,"SINE"
57,0,0,"SINE"
58,0,0,"SINE"
59,0,0,"SINE"
60,0,0,"SINE"
61,0,0,"SINE"
62,0,0,"SINE"
63,0,0,"SINE"
64,0,0,"SINE"
65,0,0,"SINE"
66,0,0,"SINE"
67,0,0,"SINE"
68,0,0,"SINE"
69,0,0,"SINE"
70,0,0,"SINE"
0,7697,0.000754390407113169,"Unknown"
1,7481,0.000733220038406342,"Unknown"
2,38710,0.00379400450296879,"Unknown"
3,112049,0.0109820307557001,"Unknown"
4,138250,0.0135500160820314,"Unknown"
5,154142,0.0151076063574429,"Unknown"
6,178877,0.0175319076072733,"Unknown"
7,194919,0.0191041995276201,"Unknown"
8,204933,0.0200856813435005,"Unknown"
9,230152,0.0225574199009887,"Unknown"
10,262626,0.0257402280185141,"Unknown"
11,226822,0.0222310433834251,"Unknown"
12,210719,0.0206527727941379,"Unknown"
13,192136,0.0188314350085872,"Unknown"
14,185347,0.0181660385588157,"Unknown"
15,190615,0.0186823603289433,"Unknown"
16,183581,0.0179929511924441,"Unknown"
17,208340,0.0204196047054641,"Unknown"
18,229665,0.0225096885604321,"Unknown"
19,226760,0.0222249667035185,"Unknown"
20,208199,0.020405785159225,"Unknown"
21,169844,0.0166465745492697,"Unknown"
22,166469,0.0163157875382256,"Unknown"
23,139053,0.0136287188879183,"Unknown"
24,136563,0.0133846715819924,"Unknown"
25,137374,0.0134641584756093,"Unknown"
26,114296,0.0112022613968308,"Unknown"
27,118958,0.0116591885214198,"Unknown"
28,117807,0.011546377899283,"Unknown"
29,108053,0.0105903789346238,"Unknown"
30,106044,0.010393474903457,"Unknown"
31,101591,0.00995703207081121,"Unknown"
32,87511,0.00857703766621807,"Unknown"
33,69100,0.00677255776685981,"Unknown"
34,59082,0.00579068390711449,"Unknown"
35,41224,0.00404040407208435,"Unknown"
36,28187,0.00276263510527464,"Unknown"
37,23162,0.00227012999994221,"Unknown"
38,11921,0.00116838872849111,"Unknown"
39,11687,0.00114545416239205,"Unknown"
40,7867,0.000771052271373171,"Unknown"
41,4725,0.000463101815461832,"Unknown"
42,5150,0.000504756476111838,"Unknown"
43,3306,0.00032402425437393,"Unknown"
44,2114,0.000207195182621442,"Unknown"
45,1733,0.000169853004485789,"Unknown"
46,1498,0.000146820427420492,"Unknown"
47,532,5.21418340371841e-05,"Unknown"
48,204,1.99942371120029e-05,"Unknown"
49,1076,0.000105459799669192,"Unknown"
50,0,0,"Unknown"
51,23,2.25425222341209e-06,"Unknown"
52,126,1.23493817456489e-05,"Unknown"
53,0,0,"Unknown"
54,0,0,"Unknown"
55,81,7.93888826505998e-06,"Unknown"
56,0,0,"Unknown"
57,0,0,"Unknown"
58,0,0,"Unknown"
59,19,1.86220835847086e-06,"Unknown"
60,0,0,"Unknown"
61,0,0,"Unknown"
62,0,0,"Unknown"
63,0,0,"Unknown"
64,0,0,"Unknown"
65,0,0,"Unknown"
66,0,0,"Unknown"
67,0,0,"Unknown"
68,0,0,"Unknown"
69,0,0,"Unknown"
70,0,0,"Unknown"
0,6420,0.00062923040323068,"Other"
1,2891,0.000283349703386277,"Other"
2,2263,0.000221798816590503,"Other"
3,786,7.70366194609524e-05,"Other"
4,2104,0.000206215072959089,"Other"
5,1086,0.000106439909331545,"Other"
6,894,8.76218038143657e-05,"Other"
7,1087,0.00010653792029778,"Other"
8,2022,0.000198178173727794,"Other"
9,3003,0.000294326931604631,"Other"
10,1474,0.000144468164230845,"Other"
11,2657,0.000260415137287214,"Other"
12,5140,0.000503776366449485,"Other"
13,2655,0.000260219115354744,"Other"
14,5985,0.000586595632918321,"Other"
15,6516,0.000638639455989269,"Other"
16,4704,0.000461043585170891,"Other"
17,10169,0.000996673515646851,"Other"
18,5693,0.000557976430777611,"Other"
19,13467,0.0013199136822909,"Other"
20,11008,0.00107890471631827,"Other"
21,12105,0.00118642274627841,"Other"
22,11402,0.00111752103701499,"Other"
23,14483,0.00141949282398597,"Other"
24,13964,0.00136862513250985,"Other"
25,9615,0.00094237544035249,"Other"
26,10087,0.000988636616415556,"Other"
27,15348,0.00150427230977951,"Other"
28,10094,0.000989322693179203,"Other"
29,8902,0.000872493621426715,"Other"
30,6722,0.000658829715033743,"Other"
31,5943,0.000582479172336438,"Other"
32,3120,0.000305794214654162,"Other"
33,4034,0.000395376237793234,"Other"
34,2872,0.000281487495027806,"Other"
35,2615,0.000256298676705331,"Other"
36,367,3.59700246083582e-05,"Other"
37,1802,0.000176615761156026,"Other"
38,303,2.96973227692984e-05,"Other"
39,1381,0.000135353144370961,"Other"
40,517,5.06716695436544e-05,"Other"
41,973,9.53646701469551e-05,"Other"
42,295,2.8913235039416e-05,"Other"
43,0,0,"Other"
44,0,0,"Other"
45,907,8.88959463754247e-05,"Other"
46,0,0,"Other"
47,0,0,"Other"
48,0,0,"Other"
49,0,0,"Other"
50,216,2.11703687068266e-05,"Other"
51,0,0,"Other"
52,0,0,"Other"
53,0,0,"Other"
54,0,0,"Other"
55,0,0,"Other"
56,0,0,"Other"
57,0,0,"Other"
58,0,0,"Other"
59,0,0,"Other"
60,0,0,"Other"
61,0,0,"Other"
62,0,0,"Other"
63,0,0,"Other"
64,0,0,"Other"
65,0,0,"Other"
66,0,0,"Other"
67,0,0,"Other"
68,0,0,"Other"
69,0,0,"Other"
70,0,0,"Other"
