"divergence","sequence.lengths_bp","percent.of.genome","repeat.group"
10,1287583,0.113917505377679,"LINE"
11,1705867,0.150924727296108,"LINE"
12,2076694,0.183733242760112,"LINE"
13,2297339,0.203254569132127,"LINE"
14,2224502,0.196810394784381,"LINE"
15,1973280,0.174583801596997,"LINE"
16,1595506,0.141160657864479,"LINE"
17,1253691,0.110918947543147,"LINE"
18,982014,0.0868826204803542,"LINE"
19,777735,0.0688092581564909,"LINE"
20,714716,0.0632337206793761,"LINE"
21,627666,0.055532066616588,"LINE"
22,589454,0.0521513014810651,"LINE"
23,602582,0.0533127870012981,"LINE"
24,588516,0.0520683129513593,"LINE"
25,548851,0.0485589952213134,"LINE"
26,544440,0.0481687367943064,"LINE"
27,511894,0.0452892648456849,"LINE"
28,549681,0.0486324285684945,"LINE"
29,627423,0.0555105674559072,"LINE"
30,760645,0.0672972389958585,"LINE"
31,911644,0.0806567112741692,"LINE"
32,989837,0.0875747518960141,"LINE"
33,1057970,0.0936027449604592,"LINE"
34,1152407,0.101957955813159,"LINE"
35,1170507,0.10355933362518,"LINE"
36,1114855,0.098635583459732,"LINE"
37,1050693,0.0929589203008967,"LINE"
38,946284,0.0837214475950765,"LINE"
39,903759,0.0799590944759488,"LINE"
40,777601,0.0687974026522472,"LINE"
41,767472,0.0679012503949011,"LINE"
42,678354,0.0600166322815461,"LINE"
43,643286,0.0569140291261888,"LINE"
44,558433,0.0494067522486499,"LINE"
45,474652,0.0419943194050605,"LINE"
46,399268,0.0353248020027719,"LINE"
47,319398,0.0282583906300564,"LINE"
48,236818,0.0209522149550989,"LINE"
49,144401,0.0127757214051771,"LINE"
50,95689,0.00846598019085737,"LINE"
51,63559,0.00562331338973867,"LINE"
52,29120,0.00257636032519691,"LINE"
53,22178,0.00196217442624372,"LINE"
54,13365,0.00118245383744013,"LINE"
55,6704,0.000593129107833793,"LINE"
56,3263,0.000288690375725189,"LINE"
57,2775,0.000245515106539197,"LINE"
58,2120,0.00018756469400472,"LINE"
59,1062,9.39592948268927e-05,"LINE"
60,562,4.9722338693704e-05,"LINE"
61,0,0,"LINE"
62,624,5.52077212542194e-05,"LINE"
63,0,0,"LINE"
64,0,0,"LINE"
65,0,0,"LINE"
66,203,1.79602041900746e-05,"LINE"
67,0,0,"LINE"
68,0,0,"LINE"
69,0,0,"LINE"
70,0,0,"LINE"
0,25902,0.0022916512755237,"LTR"
1,57474,0.00508494963359777,"LTR"
2,114875,0.0101634406716001,"LTR"
3,202211,0.0178903982732964,"LTR"
4,215592,0.0190742676933328,"LTR"
5,253584,0.022435568568157,"LTR"
6,305612,0.0270386892755521,"LTR"
7,471891,0.041750042933293,"LTR"
8,584540,0.0517165406761882,"LTR"
9,733515,0.0648969417560717,"LTR"
10,833450,0.0737385821784121,"LTR"
11,865048,0.0765341808582051,"LTR"
12,816708,0.0722573519392484,"LTR"
13,689739,0.0610239077726988,"LTR"
14,590495,0.0522434028237344,"LTR"
15,514113,0.045485588457004,"LTR"
16,446772,0.0395276667310739,"LTR"
17,399891,0.0353799212501139,"LTR"
18,332173,0.0293886448592593,"LTR"
19,274213,0.0242606969043001,"LTR"
20,241724,0.0213862679686778,"LTR"
21,216277,0.0191348723232353,"LTR"
22,182090,0.0161102146845846,"LTR"
23,161898,0.0143237494481019,"LTR"
24,146926,0.0129991180336497,"LTR"
25,156429,0.0138398856219171,"LTR"
26,144223,0.0127599730487937,"LTR"
27,150262,0.0132942670049704,"LTR"
28,137086,0.0121285347369486,"LTR"
29,133321,0.0117954304572657,"LTR"
30,120653,0.0106746429366752,"LTR"
31,120469,0.0106583637368182,"LTR"
32,83806,0.00741464469139601,"LTR"
33,79766,0.00705721008583985,"LTR"
34,65774,0.0058192831054087,"LTR"
35,49145,0.00434805041833111,"LTR"
36,28723,0.00254123618202715,"LTR"
37,24252,0.00214566932028418,"LTR"
38,22959,0.00203127255172376,"LTR"
39,20173,0.00178478423214963,"LTR"
40,15481,0.00136966463579579,"LTR"
41,12346,0.00109229892084069,"LTR"
42,10023,0.000886774022645899,"LTR"
43,12134,0.00107354245144022,"LTR"
44,4526,0.000400432926917624,"LTR"
45,4358,0.000385569309656872,"LTR"
46,3610,0.000319390823281622,"LTR"
47,572,5.06070778163678e-05,"LTR"
48,519,4.59179604662498e-05,"LTR"
49,2208,0.000195350398284161,"LTR"
50,330,2.91963910479045e-05,"LTR"
51,133,1.17670303314282e-05,"LTR"
52,0,0,"LTR"
53,163,1.44212476994195e-05,"LTR"
54,0,0,"LTR"
55,374,3.30892431876251e-05,"LTR"
56,0,0,"LTR"
57,1042,9.21898165815651e-05,"LTR"
58,0,0,"LTR"
59,0,0,"LTR"
60,0,0,"LTR"
61,0,0,"LTR"
62,0,0,"LTR"
63,0,0,"LTR"
64,0,0,"LTR"
65,0,0,"LTR"
66,0,0,"LTR"
67,0,0,"LTR"
68,0,0,"LTR"
69,0,0,"LTR"
70,0,0,"LTR"
0,63,5.57385647278177e-06,"SINE"
1,0,0,"SINE"
2,112,9.90907817383425e-06,"SINE"
3,150,1.32710868399566e-05,"SINE"
4,26,2.30032171892581e-06,"SINE"
5,263,2.32686389260572e-05,"SINE"
6,478,4.22905300633283e-05,"SINE"
7,329,2.91079171356381e-05,"SINE"
8,812,7.18408167602983e-05,"SINE"
9,1049,9.28091339674298e-05,"SINE"
10,723,6.39666385685908e-05,"SINE"
11,1624,0.000143681633520597,"SINE"
12,1382,0.000122270946752133,"SINE"
13,1834,0.000162261155096536,"SINE"
14,2159,0.000191015176583109,"SINE"
15,2817,0.000249231010854385,"SINE"
16,3448,0.000305058049494469,"SINE"
17,3468,0.000306827527739796,"SINE"
18,3847,0.000340359140488753,"SINE"
19,3732,0.00033018464057812,"SINE"
20,6624,0.000586051194852483,"SINE"
21,6059,0.00053606343442198,"SINE"
22,8840,0.000782109384434775,"SINE"
23,8582,0.00075928311507005,"SINE"
24,12145,0.00107451566447515,"SINE"
25,9886,0.000874653096665406,"SINE"
26,13893,0.00122916806311678,"SINE"
27,13653,0.00120793432417285,"SINE"
28,17005,0.00150449887808975,"SINE"
29,12362,0.00109371450343696,"SINE"
30,14866,0.00131525317975196,"SINE"
31,15082,0.0013343635448015,"SINE"
32,13514,0.00119563645036782,"SINE"
33,16395,0.00145052979160726,"SINE"
34,17313,0.00153174884306779,"SINE"
35,12551,0.0011104360728553,"SINE"
36,15872,0.00140425793549194,"SINE"
37,10867,0.000961446004598722,"SINE"
38,9225,0.00081617184065733,"SINE"
39,7822,0.000692042941747603,"SINE"
40,9940,0.00087943068792779,"SINE"
41,6715,0.000594102320868723,"SINE"
42,4722,0.000417773813721833,"SINE"
43,5441,0.000481386556641359,"SINE"
44,3447,0.000304969575582202,"SINE"
45,2763,0.000244453419592,"SINE"
46,2920,0.000258343823817822,"SINE"
47,1630,0.000144212476994195,"SINE"
48,2278,0.000201543572142807,"SINE"
49,904,7.99804166888051e-05,"SINE"
50,143,1.2651769454092e-05,"SINE"
51,237,2.09683172071314e-05,"SINE"
52,720,6.37012168317916e-05,"SINE"
53,0,0,"SINE"
54,0,0,"SINE"
55,214,1.89334172250047e-05,"SINE"
56,0,0,"SINE"
57,0,0,"SINE"
58,0,0,"SINE"
59,0,0,"SINE"
60,0,0,"SINE"
61,0,0,"SINE"
62,0,0,"SINE"
63,0,0,"SINE"
64,0,0,"SINE"
65,0,0,"SINE"
66,0,0,"SINE"
67,0,0,"SINE"
68,0,0,"SINE"
69,0,0,"SINE"
70,0,0,"SINE"
0,9242,0.000817675897165859,"Unknown"
1,23762,0.00210231710327366,"Unknown"
2,46698,0.00413155475501529,"Unknown"
3,101589,0.008987976273229,"Unknown"
4,133407,0.0118030392137206,"Unknown"
5,127684,0.0112967030138201,"Unknown"
6,131420,0.0116272415500473,"Unknown"
7,115235,0.010195291280016,"Unknown"
8,111706,0.00988306684362794,"Unknown"
9,110882,0.00981016433992044,"Unknown"
10,115388,0.0102088277885927,"Unknown"
11,107306,0.00949378162965588,"Unknown"
12,95829,0.00847836653857467,"Unknown"
13,104851,0.00927657817504192,"Unknown"
14,106898,0.0094576842734512,"Unknown"
15,118118,0.0104503615690799,"Unknown"
16,117370,0.0103841830827047,"Unknown"
17,140258,0.0124091739866575,"Unknown"
18,147885,0.0130839645155132,"Unknown"
19,150055,0.0132759529051312,"Unknown"
20,132053,0.0116832455365119,"Unknown"
21,144338,0.0127701475487044,"Unknown"
22,145593,0.0128811823085987,"Unknown"
23,156271,0.013825906743779,"Unknown"
24,159556,0.0141165435455741,"Unknown"
25,164422,0.0145470576026623,"Unknown"
26,151921,0.0134410452254203,"Unknown"
27,151034,0.01336256886524,"Unknown"
28,143906,0.0127319268186053,"Unknown"
29,138566,0.0122594761271028,"Unknown"
30,115955,0.0102589924968478,"Unknown"
31,107290,0.00949236604705962,"Unknown"
32,93646,0.00828522798809717,"Unknown"
33,91184,0.00806740521609734,"Unknown"
34,66446,0.0058787375744517,"Unknown"
35,55438,0.00490481674822342,"Unknown"
36,42314,0.00374368512363949,"Unknown"
37,30944,0.00273773674117078,"Unknown"
38,26869,0.00237720554868529,"Unknown"
39,20036,0.00177266330616913,"Unknown"
40,17598,0.00155696390806371,"Unknown"
41,14796,0.00130906000589332,"Unknown"
42,14801,0.00130950237545465,"Unknown"
43,9151,0.000809624771149618,"Unknown"
44,5689,0.00050332808688342,"Unknown"
45,5983,0.000529339417089735,"Unknown"
46,1898,0.000167923485481584,"Unknown"
47,3593,0.000317886766773094,"Unknown"
48,1111,9.82945165279451e-05,"Unknown"
49,1293,0.000114396768560426,"Unknown"
50,712,6.29934255336606e-05,"Unknown"
51,0,0,"Unknown"
52,980,8.67044340210497e-05,"Unknown"
53,126,1.11477129455635e-05,"Unknown"
54,0,0,"Unknown"
55,237,2.09683172071314e-05,"Unknown"
56,0,0,"Unknown"
57,0,0,"Unknown"
58,0,0,"Unknown"
59,0,0,"Unknown"
60,0,0,"Unknown"
61,0,0,"Unknown"
62,0,0,"Unknown"
63,0,0,"Unknown"
64,0,0,"Unknown"
65,0,0,"Unknown"
66,0,0,"Unknown"
67,0,0,"Unknown"
68,0,0,"Unknown"
69,0,0,"Unknown"
70,0,0,"Unknown"
0,9442,0.000835370679619134,"Other"
1,4676,0.00041370401375758,"Other"
2,2460,0.000217645824175288,"Other"
3,2051,0.00018145999405834,"Other"
4,3667,0.000324433836280805,"Other"
5,2309,0.000204286263423065,"Other"
6,1821,0.000161110994237073,"Other"
7,2720,0.000240649041364546,"Other"
8,3236,0.000286301580093997,"Other"
9,1183,0.000104664638211124,"Other"
10,1469,0.000129968177119308,"Other"
11,4095,0.000362300670730815,"Other"
12,1938,0.000171462441972239,"Other"
13,4014,0.000355134283837238,"Other"
14,4475,0.000395920757392038,"Other"
15,1577,0.000139523359644077,"Other"
16,3325,0.000294175758285704,"Other"
17,10099,0.000893498039978144,"Other"
18,5692,0.000503593508620219,"Other"
19,10207,0.000903053222502913,"Other"
20,10107,0.000894205831276275,"Other"
21,12595,0.00111432892499502,"Other"
22,12757,0.00112866169878217,"Other"
23,12945,0.00114529479428825,"Other"
24,11070,0.000979406208788796,"Other"
25,5766,0.000510140578127931,"Other"
26,4232,0.000374421596711309,"Other"
27,7299,0.000645771085632288,"Other"
28,5280,0.000467142256766472,"Other"
29,3808,0.000336908657910365,"Other"
30,1184,0.000104753112123391,"Other"
31,1772,0.000156775772536021,"Other"
32,1534,0.000135718981416623,"Other"
33,2180,0.000192873128740702,"Other"
34,703,6.21971603232632e-05,"Other"
35,677,5.98968386043374e-05,"Other"
36,1573,0.000139169463995011,"Other"
37,576,5.09609734654333e-05,"Other"
38,71,6.28164777091279e-06,"Other"
39,508,4.49447474313197e-05,"Other"
40,131,1.15900825068954e-05,"Other"
41,0,0,"Other"
42,135,1.19439781559609e-05,"Other"
43,0,0,"Other"
44,276,2.44187997855201e-05,"Other"
45,0,0,"Other"
46,0,0,"Other"
47,0,0,"Other"
48,0,0,"Other"
49,0,0,"Other"
50,0,0,"Other"
51,0,0,"Other"
52,0,0,"Other"
53,0,0,"Other"
54,0,0,"Other"
55,0,0,"Other"
56,0,0,"Other"
57,0,0,"Other"
58,0,0,"Other"
59,0,0,"Other"
60,0,0,"Other"
61,0,0,"Other"
62,0,0,"Other"
63,0,0,"Other"
64,0,0,"Other"
65,0,0,"Other"
66,0,0,"Other"
67,0,0,"Other"
68,0,0,"Other"
69,0,0,"Other"
70,0,0,"Other"
