"species","prop.dna","age.dna","prop.line","age.line","prop.ltr","age.ltr","prop.sine","age.sine","prop.unknown","age.unknown","prop.others","age.others"
"Catharus_ustulatus",0.00590310424028269,11,0.0280601254416961,23,0.0339713454063604,10,0.000253572438162544,29,0.0336296969964664,16,0.00157625883392226,25
"Cavia_aperea",0.00915969072164948,22,0.140369266200295,15,0.0403236516936672,18,0.0283550471281296,14,0.00634925220913107,14,0.000363931516936672,8
"Cavia_porcellus",0.0151994043334557,23,0.209169392948953,16,0.0786674531766434,20,0.0657304946749908,15,0.0127384142489901,16,0.000972690047741462,15
"Cebus_imitator",0.024568761589404,19,0.160795975717439,20,0.069613842531273,19,0.113037926416483,11,0.00198887821927888,22,0.00429427483443709,12
"Cercocebus_atys",0.0255281530898876,19,0.157641573735955,21,0.0776965168539326,17,0.129793503511236,10,0.0026990080758427,24,0.0167090101825843,27
"Cervus_hanglu_yarkandensis",0.0166394086353123,23,0.277487552428682,11,0.0390853519660756,23,0.0467258384734002,13,0.00340377833461835,15,0.000304752891287587,9
"Chelydra_serpentina",0.0653736068304873,9,0.114014867555185,12,0.031495280299875,15,0.015340198667222,24,0.139580967097043,15,0.0116931870054144,11
"Chinchilla_lanigera",0.0209371986616478,21,0.129280572563781,25,0.0684624445838561,22,0.0542779343370974,15,0.00672165370138018,22,0.00142273860309494,9
"Chlorocebus_sabaeus",0.0259759756272401,19,0.160634365232975,21,0.0797670745519713,18,0.134237340143369,10,0.00172708064516129,26,0.0173828892473118,22
"Chrysemys_picta_bellii",0.0610200029585799,9,0.10201023964497,14,0.0237744577345731,21,0.0151735553677092,26,0.136781522400676,15,0.00882487320371936,11
"Clupea_harengus",0.0635625063613232,5,0.0378246526717557,11,0.0185093218829517,6,0.0013782048346056,10,0.129410918575064,13,0.00260457251908397,14
"Colobus_angolensis_palliatus",0.0237681915824916,19,0.142323777104377,22,0.0734177333333333,17,0.11459327037037,9,0.00446458787878788,26,0.0114278925925926,23
"Corvus_moneduloides",0.000812871518418688,27,0.0340313297394429,20,0.0407932893081761,8,0.000652386343216532,17,0.0109872416891285,12,0.00103666307277628,19
"Coturnix_japonica",0.00649199676724138,17,0.051390474137931,24,0.0046236411637931,15,0.000194023706896552,32,0.0132276433189655,19,0.000117880387931034,14
"Crocodylus_porosus",0.0407314956097561,14,0.120153531707317,18,0.00508103365853659,23,0.0020354512195122,31,0.141070217560976,17,0.00122459804878049,12
"Cyanistes_caeruleus",0.000951547598989048,27,0.0309270909856782,22,0.0213173723673126,15,0.000321698399326032,20,0.012187599831508,17,0.00288728559393429,22
"Cynoglossus_semilaevis",0.0325404127659574,11,0.00921398936170213,6,0.00285513829787234,8,0.00246823191489362,9,0.0392942744680851,12,0.000307631914893617,13
"Cyprinus_carpio_carpio",0.16928178630137,10,0.0380044452054795,8,0.0322476089041096,15,0.00519008287671233,6,0.0933313280821918,11,0.0211151835616438,12
"Dasypus_novemcinctus",0.0154535699339207,21,0.277037942180617,18,0.0988194587004405,17,0.0609682511013216,9,0.00611259553964758,12,0.000869422356828194,17
"Delphinapterus_leucas",0.151213425257732,20,1.52251895360825,15,0.272361835051546,22,0.239763270618557,9,0.0102647164948454,18,0.00981304381443299,17
"Dicentrarchus_labrax",0.0399551364942529,10,0.027066558908046,5,0.00413162787356322,9,0.00475050287356322,9,0.110233145114943,13,0.00654567097701149,10
"Dipodomys_ordii",0.00456774194991055,28,0.0999104177101968,14,0.0199216256708408,24,0.153964896690519,15,0.0417044530411449,16,0.000813432468694097,26
"Dromaius_novaehollandiae",0.00175585486577181,30,0.019096369966443,29,0.00228408724832215,9,0.000535026006711409,33,0.00762063842281879,21,0.000525592281879195,23
"Electrophorus_electricus",0.0322589032258065,14,0.0312911782682513,11,0.0229753870967742,13,0.00821214261460102,13,0.0765070594227504,16,0.00158761969439728,16
"Eptatretus_burgeri",0.0371674478527607,8,0.0672460548312883,10,0.0116366990030675,10,0.0188429037576687,12,0.205309960889571,12,0.00321315145705521,12
"Equus_asinus",0.0262051994243421,21,0.189280355263158,22,0.0603310953947368,22,0.0507532117598684,11,0.00286458388157895,26,0.000728963404605263,28
"Equus_caballus",0.0267157475069805,21,0.187502076984444,22,0.0593768843238931,22,0.0502586996410052,10,0.00717141204627044,16,0.000217093338651775,23
"Erpetoichthys_calabaricus",0.146909941485175,7,0.130904044870113,8,0.0337720325373918,9,0.012117502492784,11,0.168383882707951,14,0.022027055628444,6
"Erythrura_gouldiae",0.0010770056022409,18,0.0331558496732026,21,0.026798070961718,15,0.000374655462184874,21,0.0118622324929972,12,0.00203302427637722,19
"Esox_lucius",0.180962314472252,7,0.0584721773667029,5,0.016986795429815,9,0.00237579216539717,20,0.117335880304679,12,0.00126382589771491,7
"Falco_tinnunculus",0.00109822118644068,23,0.0305056847457627,24,0.0130170957627119,15,0.000329926271186441,33,0.00723071694915254,15,6.71474576271186e-05,15
"Felis_catus",0.0283235642347343,18,0.160791776764473,20,0.037427986518636,25,0.092853192704203,10,0.00381685170499604,25,0.000270065820777161,11
"Ficedula_albicollis",0.000705499105545617,30,0.0283182021466905,22,0.0192210035778175,17,0.000188177996422182,32,0.00409459928443649,22,0.00224673524150268,19
"Fukomys_damarensis",0.0202883684661525,21,0.15900343059126,20,0.0544910441302485,25,0.0523742305055698,16,0.0113836036846615,19,0.000329314053127678,12
"Gadus_morhua",0.0723250104477612,5,0.0305068940298507,7,0.0222421776119403,10,0.00579820149253731,9,0.163848476119403,8,0.0057524671641791,4
"Gallus_gallus",0.00826016429249763,15,0.06790849002849,21,0.0126209021842355,12,0.000315239316239316,28,0.0339466495726496,17,0.000673027540360874,11
"Gambusia_affinis",0.0556370884808013,18,0.0120420016694491,16,0.00392666777963272,7,0.00236518864774624,9,0.0699012153589316,16,0.000419417362270451,15
"Gasterosteus_aculeatus",0.0400100911016949,4,0.0281949110169492,4,0.0205361483050847,5,0.00135944915254237,5,0.0630102266949153,7,0.00295251694915254,6
"Geospiza_fortis",0.000549410328638498,29,0.0295697624413146,23,0.0241237849765258,16,0.000415070422535211,21,0.0113906582159624,14,0.00066923661971831,26
"Gopherus_evgoodei",0.0659297572857764,9,0.111542568943019,13,0.0538915872118312,12,0.0144941157024793,25,0.154201087864289,16,0.00653912831665942,15
"Gorilla_gorilla",0.0183686542605289,16,0.127973150179563,24,0.0579317959516814,17,0.115025016650343,9,0.0498623539014039,10,0.0198646330395038,21
"Homo_sapiens",0.0262576819354839,18,0.183339780967742,20,0.0825750406451613,16,0.128563486129032,9,0.0025514435483871,17,0.0861600722580645,22
"Ictalurus_punctatus",0.220506956577267,9,0.05143130651341,7,0.0611566219667944,11,0.0135904878671775,7,0.160107809706258,13,0.0128220638569604,10
"Ictidomys_tridecemlineatus",0.013182101291364,25,0.119203744552058,24,0.0589766497175141,24,0.0644121598062954,16,0.0182986771589992,19,0.000409077078288943,18
"Jaculus_jaculus",0.00395791181657848,28,0.110220749911817,16,0.0720819731922399,18,0.149246774955908,14,0.0095026557319224,19,0.000819637742504409,26
"Junco_hyemalis",0.000585440501043841,29,0.024817748434238,22,0.0152612014613779,16,0.000223067849686848,31,0.0101490929018789,13,0.000690359081419624,23
"Larimichthys_crocea",0.0370888708206687,9,0.0211637431610942,8,0.00874441641337386,11,0.00443525531914894,8,0.0878730805471125,13,0.00213156838905775,10
"Lepisosteus_oculatus",0.0242346839323467,20,0.0358530496828753,18,0.0153282642706131,17,0.0151415983086681,9,0.0714937568710359,13,0.000528636363636364,19
"Leptobrachium_leishanense",0.105178282333052,4,0.0935080033812341,6,0.0859204784446323,9,0.00155495097210482,8,0.423843711468019,10,0.00479538405184559,7
"Lonchura_striata_domestica",0.0010083679245283,27,0.0289330433962264,22,0.0239479783018868,15,0.000333637735849057,23,0.00863564622641509,18,0.00155077641509434,25
"Loxodonta_africana",0.0216311354394745,18,0.330770622145762,14,0.071196989677823,17,0.0825704075695965,13,0.00652404253988114,17,0.000210401939318111,17
"Lynx_canadensis",0.0285970448318804,19,0.171778459526775,20,0.0387566110419261,25,0.0954864873391449,10,0.00150869240348692,23,0.000387913657119137,12
"Macaca_fascicularis",0.0252124710942877,19,0.170378569855471,20,0.0790940203028218,17,0.133861296627667,9,0.00249311631108052,25,0.033758991741225,28
"Macaca_mulatta",0.0319546618923611,19,0.213936792534722,20,0.0994166414930556,17,0.162559397569444,9,0.00454445833333333,24,0.17085948046875,30
"Macaca_nemestrina",0.0247600376398779,19,0.157629683621567,21,0.0764297778908104,17,0.125989320447609,10,0.00350765378094269,25,0.0101961593760597,31
"Malurus_cyaneus_samueli",0.000494793327154773,29,0.0286791084337349,22,0.0199934411492122,14,0.00038993234476367,24,0.00752577757182576,13,0.000140953660797034,17
"Marmota_marmota_marmota",0.0138787542811629,25,0.13288807646356,23,0.0652223775388291,23,0.06714737913182,16,0.00610309159697332,19,0.000271571087216249,11
"Mastacembelus_armatus",0.0403814408783784,7,0.0516696824324324,4,0.0212862956081081,8,0.00214680912162162,9,0.0535061959459459,12,0.00242072128378378,10
"Maylandia_zebra",0.12020039707419,4,0.0902542152560084,5,0.0208608098223615,9,0.00495472518286311,7,0.104558852664577,11,0.0116202163009404,19
"Meleagris_gallopavo",0.00733419372197309,16,0.0735938968609866,21,0.0138223094170404,6,0.000269538116591928,29,0.0370961408071749,6,0.000613843049327354,4
"Melopsittacus_undulatus",0.000851769624573379,29,0.0691043387372014,9,0.0293292901023891,8,0.000237058873720137,32,0.0320870281569966,31,0.00147802986348123,12
"Mesocricetus_auratus",0.0048002499001996,23,0.103444172854291,19,0.0827576574850299,20,0.046915826746507,20,0.0074593253493014,23,0.00314576646706587,24
"Microcebus_murinus",0.0379362472858866,15,0.152011554081222,22,0.0493559453156413,23,0.0679336147969441,9,0.00164278930438279,21,0.000477102131081624,10
"Microtus_ochrogaster",0.00547174202011369,22,0.0836664101442938,23,0.113276099693922,18,0.0550988535198951,20,0.00594319282903367,21,0.00303352295583734,24
"Mola_mola",0.0500450907668232,16,0.0607945117370892,8,0.0112167417840376,9,0.00150364319248826,9,0.0687668450704225,16,0.00184280907668232,20
"Monodelphis_domestica",0.0115393657317412,19,0.229137306026104,18,0.0236232729797279,13,0.074223880866426,21,0.117313703693418,16,0.000827083865592891,1
"Monodon_monoceros",0.0249139070458404,20,0.258251150679117,15,0.0454541417657046,22,0.0394644011035654,9,0.00301806027164686,16,0.0015103480475382,20
"Moschus_moschiferus",0.0132283143322476,23,0.332089170358306,8,0.0289548188925081,23,0.0361730951140065,13,0.054686032247557,17,0.000708030293159609,10
"Mus_caroli",0.00510470740305523,23,0.123862858597728,16,0.0847456592244418,18,0.0550516024285155,20,0.0048108339208774,25,0.00434020407363886,21
"Mus_musculus",0.00555768658357771,21,0.193458653958944,10,0.11185334127566,15,0.0627091220674487,19,0.0115358709677419,15,0.00712644538123167,19
"Mus_pahari",0.00502980606060606,23,0.11933928040404,16,0.0815971317171717,19,0.0571448622222222,19,0.00738551797979798,26,0.00436842464646465,21
"Mus_spretus",0.0049531987814166,23,0.129416797791318,15,0.0837065944402133,18,0.0533048632901752,20,0.0048808343488195,25,0.00741476199543031,18
"Mustela_putorius_furo",0.0161460638739112,24,0.149467428452924,23,0.0344605454168395,26,0.0752189440066363,11,0.00308408336789714,24,0.000320875570302779,10
"Myotis_lucifugus",0.0397108776412776,8,0.137221489434889,18,0.0452011336609337,20,0.0501983257985258,11,0.00749193366093366,13,0.0718970078624079,9
"Naja_naja",0.0270805652911249,7,0.160317862068966,14,0.0643194477105709,10,0.0273659248162804,7,0.139384730921425,13,0.00544001017524025,6
"Nannospalax_galili",0.0107999784384188,26,0.169439786017641,18,0.0883289686377001,19,0.112944337471415,16,0.0130894573668736,20,0.0014447670695851,18
"Neogobius_melanostomus",0.087783984063745,6,0.0848523555776892,5,0.0215398336653386,7,0.00927345418326693,7,0.275684010956175,8,0.00696885358565737,5
"Neolamprologus_brichardi",0.0586613301886792,12,0.0293645129716981,14,0.00393163089622642,18,0.00474364622641509,10,0.0537145212264151,15,0.0015556733490566,9
"Neovison_vison",0.0159366697997548,24,0.139850686963629,23,0.0349960653861872,26,0.0755651111565182,14,0.00987917245606866,20,0.000396962811606048,11
"Nomascus_leucogenys",0.0242042491559757,18,0.160861981431465,19,0.0705106303173531,17,0.113448086090479,9,0.00123175557056043,24,0.0560452346387576,13
"Notechis_scutatus",0.0335506266506603,5,0.138043324729892,12,0.0596352677070828,13,0.0155212364945978,12,0.166264735894358,12,0.00534973649459784,6
"Nothobranchius_furzeri",0.0705304336283186,5,0.0771459774738536,6,0.015002933226066,14,0.00798628399034594,10,0.153572508447305,10,0.005732747385358,7
"Numida_meleagris",0.00894057142857143,13,0.0629069300095877,21,0.00587993384467881,16,0.000212308724832215,32,0.0109124515819751,12,0.000177964525407478,22
"Octodon_degus",0.0102917016021362,24,0.137028020026702,18,0.0470521011348465,22,0.0812985013351135,13,0.00716892289719626,12,0.00037572997329773,9
"Oncorhynchus_kisutch",0.166369731902357,7,0.15548266540404,8,0.0186958914141414,17,0.0123221473063973,8,0.182812948232323,10,0.00812556818181818,10
"Oncorhynchus_mykiss",0.171783737403928,6,0.123705743381725,8,0.0236454534585824,9,0.0109095811272417,8,0.183202482920581,11,0.0111482719897523,11
"Oncorhynchus_tshawytscha",0.161655308061002,7,0.143550006971678,7,0.0216960784313725,14,0.00734762265795207,7,0.19665697211329,11,0.00189484749455338,13
"Oreochromis_aureus",0.112821017892644,6,0.0746351689860835,7,0.0240292664015905,12,0.0134345526838966,11,0.134792645129225,10,0.00900417992047714,5
"Oreochromis_niloticus",0.11733895526839,5,0.0779882425447316,8,0.0245807743538767,12,0.0115944741550696,7,0.123666585487078,10,0.012702921471173,3
"Ornithorhynchus_anatinus",0.00269723238300161,27,0.252827964497041,17,0.0014259892415277,21,0.230056022054868,14,0.0362186422807961,22,0.000142768692845616,10
"Oryctolagus_cuniculus",0.0139197387650712,23,0.135395421994885,19,0.0271509287541103,26,0.182586120204604,13,0.0187194844720497,10,0.00140323419802704,17
"Oryzias_javanicus",0.085007324691358,11,0.0429069024691358,12,0.0174060074074074,11,0.000853688888888889,12,0.24520455308642,15,0.00849362222222222,13
"Oryzias_latipes",0.0926200613079019,8,0.0791173010899183,6,0.0229225722070845,18,0.00340775613079019,8,0.159344835149864,13,0.00683969346049046,12
"Oryzias_melastigma",0.0804234364569962,13,0.025710863928113,13,0.0120694788189987,13,0.00149194993581515,11,0.20205448267009,14,0.00991365725288832,12
"Ovis_aries_rambouillet",0.0154811236681887,23,0.298813054414003,9,0.0381222610350076,23,0.0630437872907154,12,0.00438242808219178,15,0.00137176255707763,10
"Pan_paniscus",0.0226905147550958,18,0.1518130623669,20,0.0686463602068756,17,0.100432617584423,9,0.00140979221174323,23,0.00864275083662915,18
"Pan_troglodytes",0.0249136453110492,18,0.17380296007428,20,0.0770031169916435,17,0.125451307025689,9,0.0427172643144537,15,0.027145275456515,25
"Panthera_leo",0.0278712480265891,19,0.166621094723722,21,0.0395533410884919,25,0.0880670153718322,11,0.00151794266722061,27,0.000300547154133777,13
"Panthera_pardus",0.026203110162917,19,0.15674647905353,21,0.03790143871218,25,0.0878284266873545,11,0.00311692862684251,22,0.000286285104732351,12
"Panthera_tigris_altaica",0.0285241355081556,19,0.156748884567127,21,0.039033234629862,25,0.0843424219991635,11,0.00238659012965286,25,0.000527103722291928,32
"Papio_anubis",0.0258824797909408,19,0.173301463763066,20,0.0802393703832753,17,0.135320740069686,9,0.00154872334494774,26,0.0150845299651568,30
"Parus_major",0.000560720588235294,29,0.0299704343137255,23,0.0160876754901961,16,0.000418888235294118,21,0.00526313725490196,17,0.000225579411764706,23
"Pelodiscus_sinensis",0.0477485445049955,15,0.109347606721163,13,0.0114319918256131,30,0.00577404405086285,27,0.190365750681199,15,0.015356704359673,11
"Pelusios_castaneus",0.0452006624266145,11,0.108262769569472,16,0.0206584613502935,25,0.00910861545988258,27,0.149422070450098,14,0.00374781996086106,18
"Periophthalmus_magnuspinnatus",0.102163600265604,11,0.0627348804780876,8,0.0139457848605578,7,0.0079058432934927,11,0.203742743691899,13,0.0110507636122178,9
"Peromyscus_maniculatus_bairdii",0.00850312977707006,26,0.105956275477707,25,0.138069179936306,19,0.081540886544586,21,0.0118071066878981,20,0.00482473407643312,21
"Phascolarctos_cinereus",0.0177755922330097,18,0.270169140620106,22,0.00446192452239273,16,0.0753317679298465,22,0.0563342424052615,23,0.000442341371750705,21
"Phasianus_colchicus",0.0076657721021611,15,0.0614731021611002,22,0.00682403241650295,16,8.65992141453831e-05,28,0.0146972229862475,17,0.000442645383104126,22
"Phocoena_sinus",0.0318643591905565,17,0.250432240303541,14,0.0496416960370995,21,0.0416508844856661,8,0.00102713996627319,19,0.000391694772344013,17
"Physeter_catodon",0.0243942332802548,20,0.213763227707006,17,0.0443521488853503,22,0.0601234601910828,7,0.00237794267515924,20,0.000252993232484076,15
"Podarcis_muralis",0.0576015671740569,8,0.126490978821972,11,0.0124929735274653,9,0.0179095598941099,14,0.160432064195897,12,0.000836356055592323,13
"Poecilia_reticulata",0.073329043715847,14,0.0198818333333333,11,0.00773955464480874,5,0.00116906693989071,11,0.0885112431693989,13,0.00179363387978142,6
"Pogona_vitticeps",0.0408356828193833,10,0.13501920814978,14,0.0141112984581498,28,0.00832198898678414,20,0.141067802312775,19,0.00183618226872247,23
"Pongo_abelii",0.02506524045677,18,0.180609477324633,19,0.0768530234910277,17,0.13280554812398,10,0.00299854779771615,28,0.0359520261011419,11
"Prolemur_simus",0.0360934415422886,16,0.141894710199005,23,0.0509174332504146,22,0.0464035489220564,11,0.0228291525704809,20,0.000615457296849088,11
"Pseudonaja_textilis",0.0308046836477987,6,0.133371603144654,12,0.0647233427672956,12,0.0203809616352201,13,0.16096128490566,13,0.00438864842767296,6
"Rattus_norvegicus",0.00497834516616314,22,0.217085845543807,13,0.0878618863293051,19,0.0560380581570997,20,0.00473609025679758,22,0.00480388821752266,20
"Rhinolophus_ferrumequinum",0.0422516228323699,13,0.181849497591522,19,0.0519569402697495,22,0.0196948400770713,20,0.00185715221579961,21,0.000200227842003854,18
"Rhinopithecus_bieti",0.0245327793080282,19,0.14958292374874,21,0.0749107047363117,17,0.129656881760161,9,0.00260818844474303,24,0.0151165545851528,22
"Saimiri_boliviensis_boliviensis",0.0249725266385588,19,0.146228780758911,21,0.0667542039095439,20,0.121836603679571,11,0.000960822154082024,23,0.000605524722115753,15
"Salarias_fasciatus",0.0475522986198243,8,0.0380414353826851,10,0.0199062772898369,13,0.00262634880803011,13,0.107589164366374,8,0.00653873023839398,13
"Salmo_salar",0.159602397896264,6,0.12303056619514,7,0.025883741385564,12,0.0107647870874139,6,0.218730766412768,9,0.00249414689880305,9
"Salmo_trutta",0.177341269814503,6,0.153061626475548,8,0.0226515434232715,11,0.0111838697301855,9,0.176535287942664,10,0.00150283178752108,10
"Salvator_merianae",0.00874221816386969,14,0.107353337117473,16,0.00539307058242843,21,0.00678325814412636,16,0.20019424136229,16,0.000781984698914116,9
"Sander_lucioperca",0.11784239,6,0.0425009933333333,6,0.0191856711111111,11,0.00728524222222222,8,0.200480545555556,8,0.00724240222222222,7
"Sarcophilus_harrisii",0.0136395027534823,21,0.277531230968578,24,0.0170188584386135,12,0.0543672908973113,27,0.0853590016196955,22,0.000781601878846777,17
"Sciurus_vulgaris",0.0141365550538381,25,0.190649093087878,16,0.0634921191385898,23,0.0544907964571032,18,0.0101877311566516,18,0.000466293852031956,13
"Scophthalmus_maximus",0.0296227414721724,13,0.018349684021544,11,0.00714017773788151,11,0.00475315798922801,9,0.102158021543986,17,0.0144317073608618,6
"Serinus_canaria",0.000829668402777778,25,0.0311736371527778,22,0.0392730920138889,12,0.000374557291666667,23,0.0536082552083333,8,0.00388359114583333,17
"Seriola_dumerili",0.0337821017699115,12,0.0137093923303835,11,0.00324653392330383,13,0.00166161209439528,12,0.126875107669617,16,0.00199451622418879,16
"Sparus_aurata",0.0679205791366907,7,0.0298351594724221,11,0.00918834172661871,14,0.00234960911270983,9,0.148415384892086,11,0.00656764388489209,8
"Sphenodon_punctatus",0.0407863831928839,14,0.176041058286517,17,0.0372104555243446,27,0.0058479218164794,16,0.227059336844569,14,0.00202479447565543,14
"Stachyris_ruficeps",0.000519392891450528,30,0.0306569567723343,23,0.024746828049952,17,0.000363800192122959,21,0.00871189433237272,16,0.00101350144092219,23
"Strigops_habroptila",0.000249118353344768,29,0.0494751355060034,11,0.0265977289879931,6,0.000150976843910806,31,0.00572532590051458,19,0,NA
"Strix_occidentalis_caurina",0.00111954378980892,29,0.0440165843949045,18,0.0264277547770701,10,0.000357578821656051,32,0.0135811393312102,11,0.000479754777070064,12
"Struthio_camelus_australis",0.00112534775510204,30,0.0242318742857143,21,0.000390337959183673,20,0.000538308571428571,32,0.00750478040816327,23,3.46889795918367e-05,16
"Suricata_suricatta",0.0174261159728122,24,0.15415797451147,23,0.0401331435853866,25,0.0983799783347494,13,0.00169939464740867,27,0.000860117247238743,22
"Sus_scrofa",0.015013739008793,24,0.178707362509992,21,0.0356987681854516,25,0.132548401678657,11,0.00473086370903277,25,0.000185983613109512,11
"Taeniopygia_guttata",0.000509175803402647,29,0.0301861115311909,21,0.0279894007561437,13,0.000348777882797732,22,0.0150171720226843,19,0.00277854725897921,25
"Takifugu_rubripes",0.0271049609375,3,0.0473853020833333,5,0.014406125,5,0.00147277604166667,11,0.0442125442708333,9,0.00100259375,1
"Terrapene_carolina_triunguis",0.0770637884091793,7,0.108076978218592,13,0.0346876938934267,15,0.0140177930766239,25,0.13578964294049,16,0.00817319019836639,8
"Tetraodon_nigroviridis",0.0101843816155989,9,0.0151998551532033,8,0.0040008077994429,8,0.000506562674094708,5,0.0265556267409471,11,0.000681206128133705,6
"Theropithecus_gelada",0.0253469750865052,19,0.167444348096886,20,0.0788458733564014,17,0.133720313148789,9,0.00266023287197232,25,0.0238549128027682,27
"Urocitellus_parryii",0.0133200503768346,25,0.114063668385561,24,0.0549786973423245,24,0.0619351467671559,15,0.00737976279254264,23,0.000252802459341531,12
"Ursus_maritimus",0.0208276679704476,23,0.166900502390265,22,0.0408702533681008,25,0.0631263546284224,11,0.00402316862233811,18,0.00054909778357236,29
"Ursus_thibetanus_thibetanus",0.0206612278854254,23,0.190249254844145,20,0.0404368180286436,25,0.0542183205560236,11,0.00634663100252738,18,0.000391857203032856,19
"Varanus_komodoensis",0.0213295915119363,12,0.129550547082228,16,0.0107923660477454,21,0.0176514595490716,21,0.123583938992042,23,0.000629413793103448,35
"Vombatus_ursinus",0.0174644812159449,17,0.258399754803556,23,0.00615210410094637,15,0.074246159162604,22,0.0733408993404072,22,0.000335809578434184,23
