"response","clade","model","num.models","estimate","importance","lower","upper"
"rsq","Mammalia","age.dna:prop.dna",2428,0.343876796270234,0.0266612598099965,-0.813742296757129,1.5014958892976
"rsq","Mammalia","age.line:prop.line",2428,0.553884850879188,0.0896200189985447,-0.159076407323854,1.26684610908223
"rsq","Mammalia","age.ltr:prop.ltr",2428,1.2084578968926,0.033002460564241,-0.567748535344124,2.98466432912932
"rsq","Mammalia","age.sine:prop.sine",2428,2.20364779121776,0.845791155758546,0.664615796152619,3.7426797862829
"rsq","Mammalia","age.unknown:prop.unknown",2428,0.675058661599666,0.035720831378784,-0.148033152551986,1.49815047575132
"rsq","Mammalia","age.others:prop.others",2428,0.158483468600742,0.0177297650739525,-0.998244256261102,1.31521119346259
"rsq","Actinopterygii","prop.dna",1865,0.273318877471364,0.7652385250221,-0.169299195751363,0.715936950694091
"rsq","Actinopterygii","age.dna",1865,-0.23351626231862,0.235301956140595,-0.836804321664168,0.369771797026928
"rsq","Actinopterygii","prop.line",1865,-0.11764561061582,0.231865200559669,-0.62039800882731,0.385106787595669
"rsq","Actinopterygii","age.line",1865,-0.00758127280365906,0.148877148552943,-0.358056200722887,0.342893655115569
"rsq","Actinopterygii","prop.ltr",1865,0.0228824400497701,0.137390416366723,-0.255511425785486,0.301276305885026
"rsq","Actinopterygii","age.ltr",1865,-0.099690297727127,0.199379316109359,-0.33908743218569,0.139706836731436
"rsq","Actinopterygii","prop.sine",1865,0.303362720626963,0.986336058543325,-0.0980650059992876,0.704790447253214
"rsq","Actinopterygii","age.sine",1865,-0.345668042264543,0.632418134794335,-0.775519488235659,0.0841834037065737
"rsq","Actinopterygii","prop.unknown",1865,-0.372087290302562,0.818040988040276,-0.787383805198989,0.0432092245938649
"rsq","Actinopterygii","age.unknown",1865,-0.203297200182191,0.314680929896115,-0.581501530641036,0.174907130276654
"rsq","Actinopterygii","prop.others",1865,-0.338220288206754,0.884499468776927,-0.632351334363674,-0.0440892420498336
"rsq","Actinopterygii","age.others",1865,0.127434139367216,0.279249011347813,-0.164004632260297,0.418872910994729
"rsq","Actinopterygii","age.dna:prop.dna",1865,1.48938957162947,0.0755616757260474,-0.43841855437621,3.41719769763515
"rsq","Actinopterygii","age.line:prop.line",1865,0.422445575067958,0.00218400759539858,-1.83250857971073,2.67739972984664
"rsq","Actinopterygii","age.ltr:prop.ltr",1865,0.133108029729147,0.00174853623032053,-0.767431794793553,1.03364785425185
"rsq","Actinopterygii","age.sine:prop.sine",1865,0.971103352674473,0.211565482260696,-0.450197341198078,2.39240404654702
"rsq","Actinopterygii","age.unknown:prop.unknown",1865,0.708830157082246,0.0943019409625738,-0.296685124815447,1.71434543897994
"rsq","Actinopterygii","age.others:prop.others",1865,0.474165180249618,0.0353323535577328,-0.874504561089445,1.82283492158868
"rsq","Sauropsida","prop.dna",729,-0.256230545524698,0.370350035545197,-0.58854329349176,0.0760822024423641
"rsq","Sauropsida","age.dna",729,-0.120913417027851,0.19371046874102,-0.350237257125337,0.108410423069634
"rsq","Sauropsida","prop.line",729,0.239902349502272,0.189522338907429,-0.271136838136055,0.750941537140598
"rsq","Sauropsida","age.line",729,-0.0859797164931153,0.158164259947475,-0.458527811831426,0.286568378845195
"rsq","Sauropsida","prop.ltr",729,-0.0735032481267672,0.19625425784538,-0.703361590889376,0.556355094635842
"rsq","Sauropsida","age.ltr",729,0.285109584640971,0.714596945022958,0.0304761924958417,0.5397429767861
"rsq","Sauropsida","prop.sine",729,-0.12115890389115,0.12103464436555,-0.524277852773491,0.281960044991192
"rsq","Sauropsida","age.sine",729,-0.034690040199363,0.0852915422037694,-0.31446718916365,0.245087108764924
"rsq","Sauropsida","prop.unknown",729,-0.284707030556151,0.343748862535299,-0.702656527707681,0.133242466595378
"rsq","Sauropsida","age.unknown",729,-0.287896669727259,0.618981197964791,-0.566214732026888,-0.00957860742763084
"rsq","Sauropsida","prop.others",729,0.312298311241948,0.59018415655356,-0.0691674464768912,0.693764068960787
"rsq","Sauropsida","age.others",729,0.101921926610542,0.124118546679404,-0.19886340545781,0.402707258678894
"gini","All","prop.dna",510,-0.0465211211534582,0.943460110003183,-0.0872560853730232,-0.00578615693389332
"gini","All","age.dna",510,0.0385972203507608,0.632971702630809,-0.00711795076943302,0.0843123914709547
"gini","All","prop.line",510,0.113908534457918,1,0.0352679677916742,0.192549101124162
"gini","All","age.line",510,0.064658962624802,0.871527434589142,-0.000497634426967195,0.129815559676571
"gini","All","prop.ltr",510,0.0554140622683026,0.972131631708916,-0.00733947784590892,0.118167602382514
"gini","All","age.ltr",510,0.0305487917898529,0.657957246926288,-0.0120496997233183,0.0731472833030241
"gini","All","prop.sine",510,0.119093619302381,1,0.0361068416170325,0.20208039698773
"gini","All","age.sine",510,0.0627114649824983,1,0.0183641504561257,0.107058779508871
"gini","All","prop.unknown",510,-0.0106204876364914,0.228810081191276,-0.0691731772698001,0.0479322019968173
"gini","All","age.unknown",510,0.00664141639992852,0.230382486398826,-0.0353195808227064,0.0486024136225634
"gini","All","prop.others",510,-0.0332624836476882,0.360477334738126,-0.112065655082411,0.0455406877870351
"gini","All","age.others",510,-0.0206934131653864,0.369672866046623,-0.0575997817801091,0.0162129554493362
"gini","All","age.dna:prop.dna",510,-0.0790826088235768,0.147554611929816,-0.309646062073432,0.151480844426279
"gini","All","age.line:prop.line",510,-0.114945554865207,0.578081279522433,-0.236235563688164,0.00634445395775014
"gini","All","age.ltr:prop.ltr",510,0.0449201174344472,0.140310996204398,-0.172581703210268,0.262421938079163
"gini","All","age.sine:prop.sine",510,-0.672564160412732,1,-0.91600836352017,-0.429119957305294
"gini","All","age.unknown:prop.unknown",510,-0.0416123982099106,0.00687624812608087,-0.383319676467522,0.300094880047701
"gini","All","age.others:prop.others",510,-0.0247996150110479,0.0238651049223296,-0.243152899037653,0.193553669015557
"gini","Mammalia","prop.dna",2461,0.0926869937971722,0.863539328636192,0.0122173473101483,0.173156640284196
"gini","Mammalia","age.dna",2461,0.0240569140112194,0.301129594346198,-0.0883216485327689,0.136435476555208
"gini","Mammalia","prop.line",2461,0.133983166753332,0.92289424351924,0.0169149366935887,0.251051396813076
"gini","Mammalia","age.line",2461,0.099084859709497,0.871329700292533,-0.017532663894425,0.215702383313419
"gini","Mammalia","prop.ltr",2461,0.0436660818620249,0.295594469234557,-0.0820269011845955,0.169359064908645
"gini","Mammalia","age.ltr",2461,0.0428972312500823,0.347149401675547,-0.0429297961163382,0.128724258616503
"gini","Mammalia","prop.sine",2461,-4.29357594143587e-05,0.390817380940423,-0.109413567150913,0.109327695632085
"gini","Mammalia","age.sine",2461,0.0156317141322275,0.309398103576969,-0.0619464643753228,0.0932098926397779
"gini","Mammalia","prop.unknown",2461,-0.0485620489501858,0.725225572003825,-0.122506440310754,0.0253823424103823
"gini","Mammalia","age.unknown",2461,-0.00108752524941642,0.2791882706261,-0.0554727112745796,0.0532976607757467
"gini","Mammalia","prop.others",2461,-0.0110478357303446,0.184260457376209,-0.0809105675798286,0.0588148961191394
"gini","Mammalia","age.others",2461,-0.000703312060447991,0.170371047425768,-0.0464114453270167,0.0450048212061207
"gini","Mammalia","age.dna:prop.dna",2461,0.0165935380085066,0.0410091836325945,-0.160755977058436,0.193943053075449
"gini","Mammalia","age.line:prop.line",2461,-0.245205662281058,0.814404365418832,-0.398237735797533,-0.092173588764583
"gini","Mammalia","age.ltr:prop.ltr",2461,-0.0056512347283168,0.027173641311351,-0.369431469134129,0.358128999677495
"gini","Mammalia","age.sine:prop.sine",2461,-0.37542335859136,0.135674354999753,-0.727885280327355,-0.0229614368553649
"gini","Mammalia","age.unknown:prop.unknown",2461,-0.146689418648202,0.112900181293114,-0.327241907714195,0.0338630704177899
"gini","Mammalia","age.others:prop.others",2461,0.0574229283071094,0.004260200630007,-0.186633829470734,0.301479686084952
"gini","Actinopterygii","prop.dna",2390,-0.00023071859014652,0.677196361798866,-0.123200111320851,0.122738674140558
"gini","Actinopterygii","age.dna",2390,0.0747197224231107,0.454701666614213,-0.0500973199047887,0.19953676475101
"gini","Actinopterygii","prop.line",2390,0.0493402444446877,0.425568316294155,-0.0231513404031093,0.121831829292485
"gini","Actinopterygii","age.line",2390,0.00483742381650402,0.16290703933816,-0.0642311832409779,0.073906030873986
"gini","Actinopterygii","prop.ltr",2390,-0.0266045104314981,0.305900074785615,-0.0761461470752548,0.0229371262122585
"gini","Actinopterygii","age.ltr",2390,-0.00585050624781128,0.161984108036027,-0.0519105818087968,0.0402095693131743
"gini","Actinopterygii","prop.sine",2390,-0.00394183396570084,0.282611681830562,-0.079640930211397,0.0717572622799953
"gini","Actinopterygii","age.sine",2390,0.0335636259291824,0.319637455970364,-0.0236306293317549,0.0907578811901196
"gini","Actinopterygii","prop.unknown",2390,0.0151200382730536,0.186465475530386,-0.0393326180096681,0.0695726945557754
"gini","Actinopterygii","age.unknown",2390,0.040979062769012,0.487079003279118,-0.00914480972524301,0.0911029352632669
"gini","Actinopterygii","prop.others",2390,0.0846092442835704,0.939266390561359,-0.00181522065368646,0.171033709220827
"gini","Actinopterygii","age.others",2390,0.00405580229869934,0.437041669679311,-0.0635118658357794,0.0716234704331781
"gini","Actinopterygii","age.dna:prop.dna",2390,-0.322099643049879,0.334620351502054,-0.613977666466569,-0.0302216196331893
"gini","Actinopterygii","age.line:prop.line",2390,-0.209861705123053,0.0145115388317731,-0.609820161652799,0.190096751406693
"gini","Actinopterygii","age.ltr:prop.ltr",2390,-0.0694767485930542,0.00774310758791615,-0.225214615366998,0.0862611181808899
"gini","Actinopterygii","age.sine:prop.sine",2390,-0.0671747297944304,0.0104463960082352,-0.316481708158874,0.182132248570013
"gini","Actinopterygii","age.unknown:prop.unknown",2390,-0.0295447682716397,0.0112266933658149,-0.203649692159386,0.144560155616106
"gini","Actinopterygii","age.others:prop.others",2390,-0.19811415099444,0.256836199125666,-0.393708385958511,-0.00251991603036775
"gini","Sauropsida","prop.dna",709,-0.00374055475555925,0.122288930222657,-0.0900473395245009,0.0825662300133824
"gini","Sauropsida","age.dna",709,0.0320314060723426,0.348786794401617,-0.010163192605208,0.0742260047498931
"gini","Sauropsida","prop.line",709,-0.0499723302670842,0.313759849503655,-0.125556124181834,0.0256114636476652
"gini","Sauropsida","age.line",709,0.000813928336214478,0.114604831177358,-0.0649654807669891,0.066593337439418
"gini","Sauropsida","prop.ltr",709,0.0707491036653876,0.626416412075733,-0.0136476964278082,0.155145903758583
"gini","Sauropsida","age.ltr",709,-0.0245205897184162,0.164912941264272,-0.0829278032087682,0.0338866237719358
"gini","Sauropsida","prop.sine",709,-0.0627359363531512,0.334211258474288,-0.146958507221838,0.0214866345155357
"gini","Sauropsida","age.sine",709,0.046629000904984,0.348758526736543,-0.0161615533117503,0.109419555121718
"gini","Sauropsida","prop.unknown",709,0.0100750400432204,0.140412656210153,-0.0881963034982006,0.108346383584641
"gini","Sauropsida","age.unknown",709,-0.0228458282972814,0.143073317171501,-0.0866006464875696,0.0409089898930067
"gini","Sauropsida","prop.others",709,-0.0381948080005173,0.23042818482607,-0.151820050011152,0.0754304340101177
"gini","Sauropsida","age.others",709,-0.00255694323805717,0.112936667860354,-0.0600086509194995,0.0548947644433852
"cv","All","prop.dna",698,-0.131966679848542,0.926282204442021,-0.23602491743745,-0.027908442259635
"cv","All","age.dna",698,0.0434939730168252,0.319472422348257,-0.0854689666542918,0.172456912687942
"cv","All","prop.line",698,0.227430579036688,1,0.0882825495033471,0.366578608570029
"cv","All","age.line",698,0.1217132868865,0.786681318319604,-0.00869271280337675,0.252119286576377
"cv","All","prop.ltr",698,0.132011249609076,0.952588884050662,-0.0889317565006837,0.352954255718837
"cv","All","age.ltr",698,0.0534385744652599,0.528790140886704,-0.0864409080313672,0.193318056961887
"cv","All","prop.sine",698,0.366659888259389,1,0.126172687046595,0.607147089472183
"cv","All","age.sine",698,0.109431231457319,1,-0.0100990056366733,0.228961468551311
"cv","All","prop.unknown",698,-0.0496338161490231,0.265327058023031,-0.27511259403075,0.175844961732703
"cv","All","age.unknown",698,0.0540083229810385,0.359878506763303,-0.063152803431052,0.171169449393129
"cv","All","prop.others",698,-0.0652237628928907,0.275564286591311,-0.305379703331169,0.174932177545387
"cv","All","age.others",698,-0.0739276264309723,0.454445883843138,-0.181709492099569,0.0338542392376247
"cv","All","age.dna:prop.dna",698,0.16862581198717,0.0632077680586181,-0.497268373120106,0.834519997094445
"cv","All","age.line:prop.line",698,-0.111066521920359,0.196708943937698,-0.463733615384333,0.241600571543615
"cv","All","age.ltr:prop.ltr",698,0.326115464997872,0.165151965930403,-0.312238483097372,0.964469413093116
"cv","All","age.sine:prop.sine",698,-1.7519353804668,1,-2.41666611261058,-1.08720464832301
"cv","All","age.unknown:prop.unknown",698,0.613170394320752,0.0401390033899707,-0.386164489011107,1.61250527765261
"cv","All","age.others:prop.others",698,0.0267652870931613,0.0228396469073832,-0.61872120505189,0.672251779238213
"cv","Mammalia","prop.dna",4263,0.249767270454811,0.837504260086393,0.0219654562872484,0.477569084622373
"cv","Mammalia","age.dna",4263,0.0309931079923325,0.304741217361857,-0.296149184263401,0.358135400248066
"cv","Mammalia","prop.line",4263,0.112289786837133,0.365330546174081,-0.137323684435454,0.36190325810972
"cv","Mammalia","age.line",4263,-0.00630322629821424,0.336787485007323,-0.261569834505887,0.248963381909458
"cv","Mammalia","prop.ltr",4263,0.108041300287416,0.472149630357691,-0.240785282795025,0.456867883369856
"cv","Mammalia","age.ltr",4263,0.0628854393383484,0.396291884009319,-0.192873558342714,0.318644437019411
"cv","Mammalia","prop.sine",4263,0.0102415488040367,0.330808559469035,-0.288454429476654,0.308937527084728
"cv","Mammalia","age.sine",4263,-0.114631231883605,0.560360175786608,-0.308862168197783,0.0795997044305733
"cv","Mammalia","prop.unknown",4263,-0.0831438461946694,0.479889628824166,-0.310326385475312,0.144038693085973
"cv","Mammalia","age.unknown",4263,-0.0353129150287407,0.318980352138901,-0.180667317031983,0.110041486974501
"cv","Mammalia","prop.others",4263,-0.0310316305229968,0.197136458209348,-0.330155328059596,0.268092067013602
"cv","Mammalia","age.others",4263,-0.0291791753427135,0.20987418197216,-0.171736227881998,0.113377877196571
"cv","Mammalia","age.dna:prop.dna",4263,0.113831609141828,0.0464302657703877,-0.420020072676139,0.647683290959796
"cv","Mammalia","age.line:prop.line",4263,-0.405731784532711,0.0732407688786936,-0.866878865493192,0.0554152964277695
"cv","Mammalia","age.ltr:prop.ltr",4263,0.598451215370492,0.0867446347068372,-0.535493618465806,1.73239604920679
"cv","Mammalia","age.sine:prop.sine",4263,-0.807187412585685,0.116640820870019,-1.84853902312424,0.234164197952874
"cv","Mammalia","age.unknown:prop.unknown",4263,-0.39328780947851,0.103831552368062,-0.891435807424739,0.104860188467719
"cv","Mammalia","age.others:prop.others",4263,0.43186813806908,0.011251464051938,-0.325757266214522,1.18949354235268
"cv","Actinopterygii","prop.dna",2470,0.00137676425672945,0.398379923384173,-0.364816159279168,0.367569687792627
"cv","Actinopterygii","age.dna",2470,0.138009756797498,0.295134404714193,-0.320639831239394,0.59665934483439
"cv","Actinopterygii","prop.line",2470,0.0756550264171068,0.226467657765749,-0.174168647594689,0.325478700428903
"cv","Actinopterygii","age.line",2470,0.0329294010964612,0.177510200778813,-0.196156703001819,0.262015505194742
"cv","Actinopterygii","prop.ltr",2470,-0.0994200908558712,0.3335410389694,-0.279552352546857,0.0807121708351149
"cv","Actinopterygii","age.ltr",2470,-0.0184166258901132,0.172900592684763,-0.173403073406265,0.136569821626038
"cv","Actinopterygii","prop.sine",2470,0.00223750539474357,0.241428570113484,-0.225424835815734,0.229899846605222
"cv","Actinopterygii","age.sine",2470,0.00563090798069921,0.173797475397775,-0.204510199928434,0.215772015889832
"cv","Actinopterygii","prop.unknown",2470,0.0373164791647818,0.19133092455521,-0.162997544372767,0.237630502702331
"cv","Actinopterygii","age.unknown",2470,0.169678169316506,0.662608884232624,-0.00692358636215779,0.34627992499517
"cv","Actinopterygii","prop.others",2470,0.209538851495873,0.792191548565114,-0.0454093696413503,0.464487072633097
"cv","Actinopterygii","age.others",2470,-0.0485071482531107,0.393915653917003,-0.262187200943816,0.165172904437594
"cv","Actinopterygii","age.dna:prop.dna",2470,-1.08210651658841,0.124292485353145,-2.26203575364544,0.0978227204686086
"cv","Actinopterygii","age.line:prop.line",2470,-0.803894706816294,0.00926257973162315,-2.34345143196372,0.73566201833113
"cv","Actinopterygii","age.ltr:prop.ltr",2470,-0.148273920763724,0.00708648990629101,-0.695689027919515,0.399141186392067
"cv","Actinopterygii","age.sine:prop.sine",2470,-0.151274572253391,0.00410950239652075,-1.07163785367694,0.769088709170158
"cv","Actinopterygii","age.unknown:prop.unknown",2470,-0.108924024667479,0.0194744626294813,-0.719587548041445,0.501739498706487
"cv","Actinopterygii","age.others:prop.others",2470,-0.53082393142031,0.132974690975273,-1.22137793183077,0.159730068990147
"cv","Sauropsida","prop.dna",247,0.0241448843354417,0.136831334750616,-0.140048685433617,0.188338454104501
"cv","Sauropsida","age.dna",247,0.0251799881023137,0.13253184409119,-0.0386736206476896,0.089033596852317
"cv","Sauropsida","prop.line",247,0.00777796569075073,0.0969705149257484,-0.116719736964683,0.132275668346184
"cv","Sauropsida","age.line",247,-0.0195339936700163,0.0911060000677214,-0.104244421481394,0.065176434141361
"cv","Sauropsida","prop.ltr",247,0.241795885978263,0.995867053121955,0.0547213353161509,0.428870436640375
"cv","Sauropsida","age.ltr",247,0.0149552608106322,0.0908347746788863,-0.0787517905158831,0.108662312137148
"cv","Sauropsida","prop.sine",247,-0.0112450431512325,0.0962937590720369,-0.179824213151524,0.157334126849059
"cv","Sauropsida","age.sine",247,0.108666888586,0.790215923126288,0.0216150514947315,0.195718725677269
"cv","Sauropsida","prop.unknown",247,0.0986629977476889,0.626581079183868,0.00410288338217021,0.193223112113208
"cv","Sauropsida","age.unknown",247,0.00258156607995354,0.0682356684710657,-0.0871486782345791,0.0923118103944862
"cv","Sauropsida","prop.others",247,-0.157307381543229,0.639698891492411,-0.306105206932757,-0.00850955615370236
"cv","Sauropsida","age.others",247,-0.0161290927907813,0.0873518490428193,-0.0850729066937753,0.0528147211122127
