"cutoff","response","group","n","beta","beta.lower","beta.upper","delta.aicc","w1","ci.signif","supported"
8,"gini","Actinopterygii",34,0.0604823476446146,-0.0290369190213371,0.150001614310566,-0.457840812447131,0.44301852211206,FALSE,FALSE
8,"gini","Sauropsida",22,-0.0182729699669547,-0.123385605709202,0.0868396657752922,-2.55757915127728,0.217756335023435,FALSE,FALSE
8,"cv","All",107,0.486060901021106,0.316865980662594,0.655255821379618,26.694932880553,0.999998403134699,TRUE,TRUE
8,"cv","Mammalia",49,-0.262877618457472,-0.6332335837454,0.107478346830456,-0.191539518277665,0.476075843145726,FALSE,FALSE
8,"cv","Actinopterygii",34,0.242313074198942,-0.0672813402143883,0.551907488612273,0.185745540935933,0.523201518243046,FALSE,FALSE
8,"cv","Sauropsida",22,-0.225181979493776,-0.389716075313162,-0.0606478836743909,4.81834204625139,0.917523971806121,TRUE,TRUE
10,"rsq","All",107,-0.0531435676393719,-0.322588034744903,0.21630089946616,-1.96188308925557,0.272705000578465,FALSE,FALSE
10,"rsq","Mammalia",49,-0.794226559020385,-1.31946625776359,-0.268986860277179,6.53406420950772,0.963280337547331,TRUE,TRUE
10,"rsq","Actinopterygii",34,0.432438642475532,-0.124948227028735,0.989825511979798,0.142136635363435,0.517759605171206,FALSE,FALSE
10,"rsq","Sauropsida",22,-0.542182033855506,-0.928256525914569,-0.156107541796444,5.15282076373553,0.929327874714019,TRUE,TRUE
10,"gini","All",107,0.206807046028786,0.144817116755725,0.268796975301847,35.1566143375993,0.999999976781285,TRUE,TRUE
10,"gini","Mammalia",49,-0.0969120635910761,-0.22266173755704,0.0288376103748876,0.171575221299719,0.521433759103449,FALSE,FALSE
10,"gini","Actinopterygii",34,0.0539249637947374,-0.0341332628611501,0.141983190450625,-0.798649091690294,0.40147463581882,FALSE,FALSE
10,"gini","Sauropsida",22,-0.017666488452913,-0.116917268245757,0.0815842913399305,-2.55062596512049,0.218349113785682,FALSE,FALSE
10,"cv","All",107,0.452927450083109,0.291025756859104,0.614829143307114,25.3811075424076,0.999996919925741,TRUE,TRUE
10,"cv","Mammalia",49,-0.266192789093048,-0.61539035123504,0.083004773048944,0.12000763391589,0.514996455000541,FALSE,FALSE
10,"cv","Actinopterygii",34,0.217545283965608,-0.0873766097918156,0.522467177723031,-0.239938123202158,0.470043655064434,FALSE,FALSE
10,"cv","Sauropsida",22,-0.23455722260192,-0.382925443044399,-0.0861890021594406,6.85096451064223,0.968491496938414,TRUE,TRUE
12,"rsq","All",107,-0.0534056536201195,-0.319734191250853,0.212922884010614,-1.95664531878303,0.273224731453373,FALSE,FALSE
12,"rsq","Mammalia",49,-0.739053257519169,-1.25446677699556,-0.223639738042781,5.71492052787892,0.945703034632957,TRUE,TRUE
12,"rsq","Actinopterygii",34,0.476477449850013,-0.105540075726784,1.05849497542681,0.420281267900798,0.552342683015066,FALSE,FALSE
12,"rsq","Sauropsida",22,-0.534771761702094,-0.915039402361862,-0.154504121042326,5.17124474230059,0.929930508184969,TRUE,TRUE
12,"gini","All",107,0.209162997513361,0.148490687327982,0.26983530769874,37.2703645891629,0.999999991930564,TRUE,TRUE
12,"gini","Mammalia",49,-0.0859843924721118,-0.208881237670976,0.0369124527267524,-0.24942668684082,0.468862012198623,FALSE,FALSE
12,"gini","Actinopterygii",34,0.0581649961836601,-0.0340302765994638,0.150360268966784,-0.702036839668779,0.413135478730676,FALSE,FALSE
12,"gini","Sauropsida",22,-0.0133364609063833,-0.111274513764632,0.0846015919518653,-2.61317966767282,0.21305804781242,FALSE,FALSE
12,"cv","All",107,0.451636225290631,0.292017491725032,0.61125495885623,25.9362403830674,0.999997666456255,TRUE,TRUE
12,"cv","Mammalia",49,-0.254602930255297,-0.594703986413045,0.0854981259024518,0.0368289303301452,0.504603486208022,FALSE,FALSE
12,"cv","Actinopterygii",34,0.232001328295663,-0.0873347711287729,0.551337427720098,-0.162222926854263,0.479733244291228,FALSE,FALSE
12,"cv","Sauropsida",22,-0.238177994852038,-0.381892262437915,-0.0944637272661622,7.60485162431874,0.978170587290361,TRUE,TRUE
14,"rsq","All",107,-0.037653981041584,-0.307159903940187,0.231851941857019,-2.03944692419962,0.265081270264156,FALSE,FALSE
14,"rsq","Mammalia",49,-0.666885912121091,-1.18089551228617,-0.152876311956016,4.36005899884164,0.8984417637839,TRUE,TRUE
14,"rsq","Actinopterygii",34,0.555338579366078,-0.0863853284905398,1.1970624872227,0.737913639546193,0.591206885283474,FALSE,FALSE
14,"rsq","Sauropsida",22,-0.49892585396039,-0.890810521699085,-0.107041186221695,3.94362318034059,0.877805562728777,TRUE,TRUE
14,"gini","All",107,0.217293143949563,0.156673249384991,0.277913038514135,39.9104997748572,0.999999997844515,TRUE,TRUE
14,"gini","Mammalia",49,-0.0742691030551394,-0.195729957979536,0.0471917518692571,-0.719766564152508,0.410987820352962,FALSE,FALSE
14,"gini","Actinopterygii",34,0.0720574751565246,-0.0294087878423948,0.173523738155444,-0.259277660956229,0.467635606632734,FALSE,FALSE
14,"gini","Sauropsida",22,-0.00673175635108985,-0.105032353921058,0.0915688412188783,-2.67931923100763,0.207566040238448,FALSE,FALSE
14,"cv","All",107,0.467231419889099,0.306887344697444,0.627575495080753,27.421159346726,0.999998889367388,TRUE,TRUE
14,"cv","Mammalia",49,-0.235715122784136,-0.571151928611011,0.099721683042739,-0.232032790505286,0.471028389915371,FALSE,FALSE
14,"cv","Actinopterygii",34,0.281025583459997,-0.0703411060123509,0.632392272932345,0.296262946057091,0.536965299040102,FALSE,FALSE
14,"cv","Sauropsida",22,-0.231372298238945,-0.377980592647676,-0.0847640038302147,6.82404866859252,0.968078219379998,TRUE,TRUE
16,"rsq","All",107,-0.0110799172518681,-0.290441223235451,0.268281388731714,-2.11132297246591,0.258139422900056,FALSE,FALSE
16,"rsq","Mammalia",49,-0.597602407792966,-1.12444086212323,-0.0707639534627009,2.87621003786631,0.808161031228104,TRUE,TRUE
16,"rsq","Actinopterygii",34,0.658876086272343,-0.0824509965483965,1.40020316909308,0.902409041701802,0.610925581378564,FALSE,FALSE
16,"rsq","Sauropsida",22,-0.468529665782444,-0.899400419811558,-0.0376589117533294,2.33471974594832,0.762667468864756,TRUE,TRUE
16,"gini","All",107,0.232222783996005,0.170377026183068,0.294068541808942,43.2401974369244,0.999999999592141,TRUE,TRUE
16,"gini","Mammalia",49,-0.0664090265937334,-0.189455268867807,0.0566372156803407,-1.0586019843299,0.370679935263202,FALSE,FALSE
16,"gini","Actinopterygii",34,0.0932721151687959,-0.0232645350759014,0.209808765413493,0.299911172901261,0.53741880416114,FALSE,FALSE
16,"gini","Sauropsida",22,-0.000393480736886536,-0.104645689562032,0.103858728088259,-2.70168620206756,0.205732569280519,FALSE,FALSE
16,"cv","All",107,0.499875415356662,0.335475978815735,0.664274851897589,29.6901225266391,0.99999964283273,TRUE,TRUE
16,"cv","Mammalia",49,-0.22543131805399,-0.564811363532586,0.113948727424606,-0.445307482520391,0.444565388487193,FALSE,FALSE
16,"cv","Actinopterygii",34,0.354415857392318,-0.0493182684638485,0.758149983248483,0.82507478069239,0.601696141108587,FALSE,FALSE
16,"cv","Sauropsida",22,-0.233167963110207,-0.392570393686818,-0.0737655325335957,5.7067546282161,0.945492998109432,TRUE,TRUE
18,"rsq","All",107,0.0128952955239263,-0.284346171290636,0.310136762338489,-2.11008481297982,0.258257996564,FALSE,FALSE
18,"rsq","Mammalia",49,-0.569942347519281,-1.13713802536539,-0.00274666967316683,1.81269294808521,0.712251956912672,TRUE,TRUE
18,"rsq","Actinopterygii",34,0.721981924145141,-0.198071359069514,1.6420352073598,0.198791595272795,0.52482851161654,FALSE,FALSE
18,"rsq","Sauropsida",22,-0.46842962482186,-0.970717932670719,0.0338586830270001,1.11078479299401,0.635385760920777,FALSE,FALSE
18,"gini","All",107,0.255763144227173,0.191211770057911,0.320314518396435,47.3547259942849,0.999999999947874,TRUE,TRUE
18,"gini","Mammalia",49,-0.0629841200289014,-0.194365784502891,0.0683975444450881,-1.31223988292263,0.341611750712952,FALSE,FALSE
18,"gini","Actinopterygii",34,0.101673740364569,-0.0427270638442289,0.246074544573367,-0.294724588824863,0.463225950010966,FALSE,FALSE
18,"gini","Sauropsida",22,0.0033246506906026,-0.114863508689252,0.121512810070457,-2.69796723342402,0.206036587705523,FALSE,FALSE
18,"cv","All",107,0.549764035018964,0.376925065699084,0.722603004338845,32.2545644995797,0.999999900914463,TRUE,TRUE
18,"cv","Mammalia",49,-0.226077831548607,-0.58828828547617,0.136132622378956,-0.655681459815185,0.418766099397399,FALSE,FALSE
18,"cv","Actinopterygii",34,0.369569067572311,-0.133215510739002,0.872353645883624,-0.110803326110563,0.486153125790346,FALSE,FALSE
18,"cv","Sauropsida",22,-0.26011335971593,-0.442174634071685,-0.078052085360175,5.38283151735793,0.936518203184502,TRUE,TRUE
20,"rsq","All",107,0.0232085099753147,-0.29813172816911,0.34454874811974,-2.09672824089852,0.259539358302343,FALSE,FALSE
20,"rsq","Mammalia",49,-0.579011760753582,-1.20541853544039,0.047395013933228,1.2060794419536,0.646351438172609,FALSE,FALSE
20,"rsq","Actinopterygii",34,0.607408554133283,-0.59629317641998,1.81111028468655,-1.308484040834,0.342034245416856,FALSE,FALSE
20,"rsq","Sauropsida",22,-0.455389638155979,-1.04805151204411,0.137272235732155,-0.0431549872101584,0.494605835885383,FALSE,FALSE
20,"gini","All",107,0.282151506526456,0.213212000177837,0.351091012875075,49.9762440958423,0.999999999985946,TRUE,TRUE
20,"gini","Mammalia",49,-0.0652410542994389,-0.209598576419512,0.079116467820634,-1.41815704545138,0.32980248494596,FALSE,FALSE
20,"gini","Actinopterygii",34,0.0705294980513542,-0.11839498715833,0.259453983261038,-1.80399344987032,0.288640342683905,FALSE,FALSE
20,"gini","Sauropsida",22,0.00545822279524194,-0.130372881999089,0.141289327589573,-2.69402697783914,0.206359058722944,FALSE,FALSE
20,"cv","All",107,0.601910770679321,0.415952885710201,0.78786865564844,33.2942201997615,0.999999941081468,TRUE,TRUE
20,"cv","Mammalia",49,-0.238407886115445,-0.636474374324315,0.159658602093426,-0.781902389405786,0.403488340929309,FALSE,FALSE
20,"cv","Actinopterygii",34,0.214599975755512,-0.446423351384062,0.875623302895087,-1.95141816528365,0.273744024657345,FALSE,FALSE
20,"cv","Sauropsida",22,-0.301578799001515,-0.510020431742458,-0.0931371662605713,5.55478803879799,0.941441944489932,TRUE,TRUE
