"response","clade","dropped.species","predictor","coef"
"rsq","All","cynoglossus_semilaevis","age.line",0.20309128815261
"rsq","All","cynoglossus_semilaevis","age.ltr",0.180000113383639
"rsq","All","cynoglossus_semilaevis","age.sine",0.0643468512041745
"rsq","All","cynoglossus_semilaevis","age.unknown",-0.167767572075357
"rsq","All","cynoglossus_semilaevis","prop.ltr",0.841121218308151
"rsq","All","cynoglossus_semilaevis","prop.sine",-0.508054381629297
"rsq","All","cynoglossus_semilaevis","age.ltr:prop.ltr",-1.82590194825596
"rsq","All","cynoglossus_semilaevis","age.sine:prop.sine",1.64466605256882
"rsq","All","cyprinus_carpio_carpio","(Intercept)",0.634524849323666
"rsq","All","cyprinus_carpio_carpio","age.line",0.199967129353197
"rsq","All","cyprinus_carpio_carpio","age.ltr",0.159950415037894
"rsq","All","cyprinus_carpio_carpio","age.sine",0.0708377144826792
"rsq","All","cyprinus_carpio_carpio","age.unknown",-0.165619366640983
"rsq","All","cyprinus_carpio_carpio","prop.ltr",0.798879562379548
"rsq","All","cyprinus_carpio_carpio","prop.sine",-0.492404704094579
"rsq","All","cyprinus_carpio_carpio","age.ltr:prop.ltr",-1.75690276824926
"rsq","All","cyprinus_carpio_carpio","age.sine:prop.sine",1.62895785536657
"rsq","All","delphinapterus_leucas","(Intercept)",0.635161671600372
"rsq","All","delphinapterus_leucas","age.line",0.200734331647716
"rsq","All","delphinapterus_leucas","age.ltr",0.170269718407644
"rsq","All","delphinapterus_leucas","age.sine",0.0634300705791163
"rsq","All","delphinapterus_leucas","age.unknown",-0.166713265432163
"rsq","All","delphinapterus_leucas","prop.ltr",0.815302437232111
"rsq","All","delphinapterus_leucas","prop.sine",-0.506596374632039
"rsq","All","delphinapterus_leucas","age.ltr:prop.ltr",-1.78273424253166
"rsq","All","delphinapterus_leucas","age.sine:prop.sine",1.63898778008641
"rsq","All","dicentrarchus_labrax","(Intercept)",0.626487410950849
"rsq","All","dicentrarchus_labrax","age.line",0.205915159682125
"rsq","All","dicentrarchus_labrax","age.ltr",0.181346708936934
"rsq","All","dicentrarchus_labrax","age.sine",0.0635858075455071
"rsq","All","dicentrarchus_labrax","age.unknown",-0.169608203722843
"rsq","All","dicentrarchus_labrax","prop.ltr",0.845773846507221
"rsq","All","dicentrarchus_labrax","prop.sine",-0.509606021197795
"rsq","All","dicentrarchus_labrax","age.ltr:prop.ltr",-1.83203415902258
"rsq","All","dicentrarchus_labrax","age.sine:prop.sine",1.64737126107011
"rsq","All","electrophorus_electricus","(Intercept)",0.634600102183148
"rsq","All","electrophorus_electricus","age.line",0.201519157905458
"rsq","All","electrophorus_electricus","age.ltr",0.1651803632439
"rsq","All","electrophorus_electricus","age.sine",0.0674456922106592
"rsq","All","electrophorus_electricus","age.unknown",-0.173573689771675
"rsq","All","electrophorus_electricus","prop.ltr",0.8072669956969
"rsq","All","electrophorus_electricus","prop.sine",-0.495765016553748
"rsq","All","electrophorus_electricus","age.ltr:prop.ltr",-1.76289880038101
"rsq","All","electrophorus_electricus","age.sine:prop.sine",1.63101515772435
"rsq","All","equus_asinus","(Intercept)",0.635568859515974
"rsq","All","equus_asinus","age.line",0.190386916579628
"rsq","All","equus_asinus","age.ltr",0.173718153284061
"rsq","All","equus_asinus","age.sine",0.0768348626290869
"rsq","All","equus_asinus","age.unknown",-0.181035800379591
"rsq","All","equus_asinus","prop.ltr",0.835538947943136
"rsq","All","equus_asinus","prop.sine",-0.480645546838982
"rsq","All","equus_asinus","age.ltr:prop.ltr",-1.82788821032256
"rsq","All","equus_asinus","age.sine:prop.sine",1.62906841440008
"rsq","All","equus_caballus","(Intercept)",0.629296875973292
"rsq","All","equus_caballus","age.line",0.182057528799086
"rsq","All","equus_caballus","age.ltr",0.176240389430661
"rsq","All","equus_caballus","age.sine",0.0763822604130384
"rsq","All","equus_caballus","age.unknown",-0.153482042509995
"rsq","All","equus_caballus","prop.ltr",0.84647671875025
"rsq","All","equus_caballus","prop.sine",-0.489988676577423
"rsq","All","equus_caballus","age.ltr:prop.ltr",-1.86302770595071
"rsq","All","equus_caballus","age.sine:prop.sine",1.65611726498964
"rsq","All","erpetoichthys_calabaricus","(Intercept)",0.635617948068567
"rsq","All","erpetoichthys_calabaricus","age.line",0.199872468269278
"rsq","All","erpetoichthys_calabaricus","age.ltr",0.169387779125069
"rsq","All","erpetoichthys_calabaricus","age.sine",0.0632912166903523
"rsq","All","erpetoichthys_calabaricus","age.unknown",-0.165519466902645
"rsq","All","erpetoichthys_calabaricus","prop.ltr",0.823951434669488
"rsq","All","erpetoichthys_calabaricus","prop.sine",-0.506512487361375
"rsq","All","erpetoichthys_calabaricus","age.ltr:prop.ltr",-1.79908554318356
"rsq","All","erpetoichthys_calabaricus","age.sine:prop.sine",1.64638636256619
"rsq","All","esox_lucius","(Intercept)",0.636592335834068
"rsq","All","esox_lucius","age.line",0.197616557541718
"rsq","All","esox_lucius","age.ltr",0.166836629592189
"rsq","All","esox_lucius","age.sine",0.0671670786507731
"rsq","All","esox_lucius","age.unknown",-0.167224208665731
"rsq","All","esox_lucius","prop.ltr",0.811739799704926
"rsq","All","esox_lucius","prop.sine",-0.500929831133509
"rsq","All","esox_lucius","age.ltr:prop.ltr",-1.77694702840486
"rsq","All","esox_lucius","age.sine:prop.sine",1.63444253101892
"rsq","All","felis_catus","(Intercept)",0.63863170946874
"rsq","All","felis_catus","age.line",0.199691738301418
"rsq","All","felis_catus","age.ltr",0.161620051212558
"rsq","All","felis_catus","age.sine",0.0676107866401353
"rsq","All","felis_catus","age.unknown",-0.176433796144661
"rsq","All","felis_catus","prop.ltr",0.821247503927569
"rsq","All","felis_catus","prop.sine",-0.508157189529408
"rsq","All","felis_catus","age.ltr:prop.ltr",-1.78121887909807
"rsq","All","felis_catus","age.sine:prop.sine",1.66130648814966
"rsq","All","ficedula_albicollis","(Intercept)",0.642226369373018
"rsq","All","ficedula_albicollis","age.line",0.202062203826654
"rsq","All","ficedula_albicollis","age.ltr",0.15930580695624
"rsq","All","ficedula_albicollis","age.sine",0.0541470745112875
"rsq","All","ficedula_albicollis","age.unknown",-0.174643855816717
"rsq","All","ficedula_albicollis","prop.ltr",0.80627444698124
"rsq","All","ficedula_albicollis","prop.sine",-0.50678750258362
"rsq","All","ficedula_albicollis","age.ltr:prop.ltr",-1.76041216187575
"rsq","All","ficedula_albicollis","age.sine:prop.sine",1.67776390493403
"rsq","All","gadus_morhua","(Intercept)",0.644425655419027
"rsq","All","gadus_morhua","age.line",0.198995203608213
"rsq","All","gadus_morhua","age.ltr",0.16359249022514
"rsq","All","gadus_morhua","age.sine",0.0619070910119095
"rsq","All","gadus_morhua","age.unknown",-0.175489330798851
"rsq","All","gadus_morhua","prop.ltr",0.813079073782731
"rsq","All","gadus_morhua","prop.sine",-0.504512938693903
"rsq","All","gadus_morhua","age.ltr:prop.ltr",-1.77819566084565
"rsq","All","gadus_morhua","age.sine:prop.sine",1.64560464449134
"rsq","All","gallus_gallus","(Intercept)",0.634064913988982
"rsq","All","gallus_gallus","age.line",0.196650379865789
"rsq","All","gallus_gallus","age.ltr",0.174488472315375
"rsq","All","gallus_gallus","age.sine",0.05745811726022
"rsq","All","gallus_gallus","age.unknown",-0.167877661976312
"rsq","All","gallus_gallus","prop.ltr",0.828427358643701
"rsq","All","gallus_gallus","prop.sine",-0.509681010408818
"rsq","All","gallus_gallus","age.ltr:prop.ltr",-1.79893945566873
"rsq","All","gallus_gallus","age.sine:prop.sine",1.6686742792925
"rsq","All","gasterosteus_aculeatus","(Intercept)",0.628627236655011
"rsq","All","gasterosteus_aculeatus","age.line",0.200969064613414
"rsq","All","gasterosteus_aculeatus","age.ltr",0.177058318285771
"rsq","All","gasterosteus_aculeatus","age.sine",0.067032830880238
"rsq","All","gasterosteus_aculeatus","age.unknown",-0.164429951090781
"rsq","All","gasterosteus_aculeatus","prop.ltr",0.824414037392997
"rsq","All","gasterosteus_aculeatus","prop.sine",-0.505187182908823
"rsq","All","gasterosteus_aculeatus","age.ltr:prop.ltr",-1.8011068925283
"rsq","All","gasterosteus_aculeatus","age.sine:prop.sine",1.63561757388692
"rsq","All","gopherus_evgoodei","(Intercept)",0.638333748878847
"rsq","All","gopherus_evgoodei","age.line",0.20379390260962
"rsq","All","gopherus_evgoodei","age.ltr",0.163044038491998
"rsq","All","gopherus_evgoodei","age.sine",0.0600100047847323
"rsq","All","gopherus_evgoodei","age.unknown",-0.167910942335395
"rsq","All","gopherus_evgoodei","prop.ltr",0.796409943502668
"rsq","All","gopherus_evgoodei","prop.sine",-0.503990023829053
"rsq","All","gopherus_evgoodei","age.ltr:prop.ltr",-1.75611232390543
"rsq","All","gopherus_evgoodei","age.sine:prop.sine",1.64063728364236
"rsq","All","gorilla_gorilla","(Intercept)",0.640567333671958
"rsq","All","gorilla_gorilla","age.line",0.21989639111649
"rsq","All","gorilla_gorilla","age.ltr",0.160817922518464
"rsq","All","gorilla_gorilla","age.sine",0.0598987040643875
"rsq","All","gorilla_gorilla","age.unknown",-0.195559892429285
"rsq","All","gorilla_gorilla","prop.ltr",0.82054492644541
"rsq","All","gorilla_gorilla","prop.sine",-0.472085456631593
"rsq","All","gorilla_gorilla","age.ltr:prop.ltr",-1.78307899299459
"rsq","All","gorilla_gorilla","age.sine:prop.sine",1.57920687707302
"rsq","All","homo_sapiens","(Intercept)",0.635172335214317
"rsq","All","homo_sapiens","age.line",0.197814138715376
"rsq","All","homo_sapiens","age.ltr",0.171718014939923
"rsq","All","homo_sapiens","age.sine",0.0632897030749165
"rsq","All","homo_sapiens","age.unknown",-0.160876084115097
"rsq","All","homo_sapiens","prop.ltr",0.803766233853721
"rsq","All","homo_sapiens","prop.sine",-0.527107136769444
"rsq","All","homo_sapiens","age.ltr:prop.ltr",-1.77538630779189
"rsq","All","homo_sapiens","age.sine:prop.sine",1.69202513069905
"rsq","All","junco_hyemalis","(Intercept)",0.636922960074991
"rsq","All","junco_hyemalis","age.line",0.199029803889314
"rsq","All","junco_hyemalis","age.ltr",0.16466098887297
"rsq","All","junco_hyemalis","age.sine",0.0570506663190288
"rsq","All","junco_hyemalis","age.unknown",-0.161826204934647
"rsq","All","junco_hyemalis","prop.ltr",0.814179874635714
"rsq","All","junco_hyemalis","prop.sine",-0.510243951826709
"rsq","All","junco_hyemalis","age.ltr:prop.ltr",-1.77996497705576
"rsq","All","junco_hyemalis","age.sine:prop.sine",1.66868640692449
"rsq","All","larimichthys_crocea","(Intercept)",0.624959427548446
"rsq","All","larimichthys_crocea","age.line",0.201199434739942
"rsq","All","larimichthys_crocea","age.ltr",0.178901756087728
"rsq","All","larimichthys_crocea","age.sine",0.0713884483721465
"rsq","All","larimichthys_crocea","age.unknown",-0.17122916985506
"rsq","All","larimichthys_crocea","prop.ltr",0.840321358974116
"rsq","All","larimichthys_crocea","prop.sine",-0.497665179460422
"rsq","All","larimichthys_crocea","age.ltr:prop.ltr",-1.81444562024576
"rsq","All","larimichthys_crocea","age.sine:prop.sine",1.62493009455276
"rsq","All","lepisosteus_oculatus","(Intercept)",0.63680509664809
"rsq","All","lepisosteus_oculatus","age.line",0.184083521852401
"rsq","All","lepisosteus_oculatus","age.ltr",0.157007633974103
"rsq","All","lepisosteus_oculatus","age.sine",0.0804796716371707
"rsq","All","lepisosteus_oculatus","age.unknown",-0.165241537454272
"rsq","All","lepisosteus_oculatus","prop.ltr",0.795022372443827
"rsq","All","lepisosteus_oculatus","prop.sine",-0.479944092315483
"rsq","All","lepisosteus_oculatus","age.ltr:prop.ltr",-1.73186222930227
"rsq","All","lepisosteus_oculatus","age.sine:prop.sine",1.60042841629303
"rsq","All","leptobrachium_leishanense","(Intercept)",0.636425709183047
"rsq","All","leptobrachium_leishanense","age.line",0.200513543683791
"rsq","All","leptobrachium_leishanense","age.ltr",0.165941767787426
"rsq","All","leptobrachium_leishanense","age.sine",0.0649019568351623
"rsq","All","leptobrachium_leishanense","age.unknown",-0.167111104709089
"rsq","All","leptobrachium_leishanense","prop.ltr",0.806964320726795
"rsq","All","leptobrachium_leishanense","prop.sine",-0.503364650711467
"rsq","All","leptobrachium_leishanense","age.ltr:prop.ltr",-1.77079691155209
"rsq","All","leptobrachium_leishanense","age.sine:prop.sine",1.64069419241514
"rsq","All","loxodonta_africana","(Intercept)",0.635244291801153
"rsq","All","loxodonta_africana","age.line",0.200963114974828
"rsq","All","loxodonta_africana","age.ltr",0.168701028269574
"rsq","All","loxodonta_africana","age.sine",0.0640500038416709
"rsq","All","loxodonta_africana","age.unknown",-0.166914549870906
"rsq","All","loxodonta_africana","prop.ltr",0.815520272325813
"rsq","All","loxodonta_africana","prop.sine",-0.505418460956969
"rsq","All","loxodonta_africana","age.ltr:prop.ltr",-1.78524412235334
"rsq","All","loxodonta_africana","age.sine:prop.sine",1.64278891733321
"rsq","All","lynx_canadensis","(Intercept)",0.634612979324105
"rsq","All","lynx_canadensis","age.line",0.201055218537592
"rsq","All","lynx_canadensis","age.ltr",0.170503636755957
"rsq","All","lynx_canadensis","age.sine",0.0635351323676161
"rsq","All","lynx_canadensis","age.unknown",-0.165350142640195
"rsq","All","lynx_canadensis","prop.ltr",0.812769776087299
"rsq","All","lynx_canadensis","prop.sine",-0.50274590122794
"rsq","All","lynx_canadensis","age.ltr:prop.ltr",-1.78306352876502
"rsq","All","lynx_canadensis","age.sine:prop.sine",1.63467940914765
"rsq","All","macaca_fascicularis","(Intercept)",0.635323886597084
"rsq","All","macaca_fascicularis","age.line",0.200828673525727
"rsq","All","macaca_fascicularis","age.ltr",0.169394949890685
"rsq","All","macaca_fascicularis","age.sine",0.0640138352758114
"rsq","All","macaca_fascicularis","age.unknown",-0.167531755992552
"rsq","All","macaca_fascicularis","prop.ltr",0.815715979158715
"rsq","All","macaca_fascicularis","prop.sine",-0.507859327758776
"rsq","All","macaca_fascicularis","age.ltr:prop.ltr",-1.78564433261148
"rsq","All","macaca_fascicularis","age.sine:prop.sine",1.64961327932641
"rsq","All","macaca_mulatta","(Intercept)",0.635253382921878
