"species","prop.dna","age.dna","prop.line","age.line","prop.ltr","age.ltr","prop.sine","age.sine","prop.unknown","age.unknown","prop.others","age.others"
"Falco_tinnunculus",NA,23,NA,24,NA,15,NA,33,NA,15,NA,15
"Felis_catus",0.0283235642347343,18,0.160791776764473,20,0.037427986518636,25,0.092853192704203,10,0.00381685170499604,25,0.000270065820777161,11
"Ficedula_albicollis",0.000705499105545617,30,0.0283182021466905,22,0.0192210035778175,17,0.000188177996422182,32,0.00409459928443649,22,0.00224673524150268,19
"Fukomys_damarensis",NA,21,NA,20,NA,25,NA,16,NA,19,NA,12
"Gadus_morhua",0.0723250104477612,5,0.0305068940298507,7,0.0222421776119403,10,0.00579820149253731,9,0.163848476119403,8,0.0057524671641791,4
"Gallus_gallus",0.00826016429249763,15,0.06790849002849,21,0.0126209021842355,12,0.000315239316239316,28,0.0339466495726496,17,0.000673027540360874,11
"Gambusia_affinis",NA,18,NA,16,NA,7,NA,9,NA,16,NA,15
"Gasterosteus_aculeatus",0.0400100911016949,4,0.0281949110169492,4,0.0205361483050847,5,0.00135944915254237,5,0.0630102266949153,7,0.00295251694915254,6
"Geospiza_fortis",NA,29,NA,23,NA,16,NA,21,NA,14,NA,26
"Gopherus_evgoodei",0.0659297572857764,9,0.111542568943019,13,0.0538915872118312,12,0.0144941157024793,25,0.154201087864289,16,0.00653912831665942,15
"Gorilla_gorilla",0.0183686542605289,16,0.127973150179563,24,0.0579317959516814,17,0.115025016650343,9,0.0498623539014039,10,0.0198646330395038,21
"Homo_sapiens",0.0262576819354839,18,0.183339780967742,20,0.0825750406451613,16,0.128563486129032,9,0.0025514435483871,17,0.0861600722580645,22
"Ictalurus_punctatus",0.220506956577267,9,0.05143130651341,7,0.0611566219667944,11,0.0135904878671775,7,0.160107809706258,13,0.0128220638569604,10
"Ictidomys_tridecemlineatus",NA,25,NA,24,NA,24,NA,16,NA,19,NA,18
"Jaculus_jaculus",NA,28,NA,16,NA,18,NA,14,NA,19,NA,26
"Junco_hyemalis",0.000585440501043841,29,0.024817748434238,22,0.0152612014613779,16,0.000223067849686848,31,0.0101490929018789,13,0.000690359081419624,23
"Larimichthys_crocea",0.0370888708206687,9,0.0211637431610942,8,0.00874441641337386,11,0.00443525531914894,8,0.0878730805471125,13,0.00213156838905775,10
"Lepisosteus_oculatus",0.0242346839323467,20,0.0358530496828753,18,0.0153282642706131,17,0.0151415983086681,9,0.0714937568710359,13,0.000528636363636364,19
"Leptobrachium_leishanense",0.105178282333052,4,0.0935080033812341,6,0.0859204784446323,9,0.00155495097210482,8,0.423843711468019,10,0.00479538405184559,7
"Lonchura_striata_domestica",NA,27,NA,22,NA,15,NA,23,NA,18,NA,25
"Loxodonta_africana",0.0216311354394745,18,0.330770622145762,14,0.071196989677823,17,0.0825704075695965,13,0.00652404253988114,17,0.000210401939318111,17
"Lynx_canadensis",0.0285970448318804,19,0.171778459526775,20,0.0387566110419261,25,0.0954864873391449,10,0.00150869240348692,23,0.000387913657119137,12
"Macaca_fascicularis",0.0252124710942877,19,0.170378569855471,20,0.0790940203028218,17,0.133861296627667,9,0.00249311631108052,25,0.033758991741225,28
"Macaca_mulatta",0.0319546618923611,19,0.213936792534722,20,0.0994166414930556,17,0.162559397569444,9,0.00454445833333333,24,0.17085948046875,30
"Macaca_nemestrina",NA,19,NA,21,NA,17,NA,10,NA,25,NA,31
"Malurus_cyaneus_samueli",0.000494793327154773,29,0.0286791084337349,22,0.0199934411492122,14,0.00038993234476367,24,0.00752577757182576,13,0.000140953660797034,17
"Marmota_marmota_marmota",NA,25,NA,23,NA,23,NA,16,NA,19,NA,11
"Mastacembelus_armatus",0.0403814408783784,7,0.0516696824324324,4,0.0212862956081081,8,0.00214680912162162,9,0.0535061959459459,12,0.00242072128378378,10
"Maylandia_zebra",NA,4,NA,5,NA,9,NA,7,NA,11,NA,19
"Meleagris_gallopavo",0.00733419372197309,16,0.0735938968609866,21,0.0138223094170404,6,0.000269538116591928,29,0.0370961408071749,6,0.000613843049327354,4
"Melopsittacus_undulatus",0.000851769624573379,29,0.0691043387372014,9,0.0293292901023891,8,0.000237058873720137,32,0.0320870281569966,31,0.00147802986348123,12
"Mesocricetus_auratus",NA,23,NA,19,NA,20,NA,20,NA,23,NA,24
"Microcebus_murinus",0.0379362472858866,15,0.152011554081222,22,0.0493559453156413,23,0.0679336147969441,9,0.00164278930438279,21,0.000477102131081624,10
"Microtus_ochrogaster",0.00547174202011369,22,0.0836664101442938,23,0.113276099693922,18,0.0550988535198951,20,0.00594319282903367,21,0.00303352295583734,24
"Mola_mola",NA,16,NA,8,NA,9,NA,9,NA,16,NA,20
"Monodelphis_domestica",0.0115393657317412,19,0.229137306026104,18,0.0236232729797279,13,0.074223880866426,21,0.117313703693418,16,0.000827083865592891,1
"Monodon_monoceros",0.0249139070458404,20,0.258251150679117,15,0.0454541417657046,22,0.0394644011035654,9,0.00301806027164686,16,0.0015103480475382,20
"Moschus_moschiferus",NA,23,NA,8,NA,23,NA,13,NA,17,NA,10
"Mus_caroli",0.00510470740305523,23,0.123862858597728,16,0.0847456592244418,18,0.0550516024285155,20,0.0048108339208774,25,0.00434020407363886,21
"Mus_musculus",0.00555768658357771,21,0.193458653958944,10,0.11185334127566,15,0.0627091220674487,19,0.0115358709677419,15,0.00712644538123167,19
"Mus_pahari",0.00502980606060606,23,0.11933928040404,16,0.0815971317171717,19,0.0571448622222222,19,0.00738551797979798,26,0.00436842464646465,21
"Mus_spretus",0.0049531987814166,23,0.129416797791318,15,0.0837065944402133,18,0.0533048632901752,20,0.0048808343488195,25,0.00741476199543031,18
"Mustela_putorius_furo",NA,24,NA,23,NA,26,NA,11,NA,24,NA,10
"Myotis_lucifugus",NA,8,NA,18,NA,20,NA,11,NA,13,NA,9
"Naja_naja",0.0270805652911249,7,0.160317862068966,14,0.0643194477105709,10,0.0273659248162804,7,0.139384730921425,13,0.00544001017524025,6
"Nannospalax_galili",NA,26,NA,18,NA,19,NA,16,NA,20,NA,18
"Neogobius_melanostomus",NA,6,NA,5,NA,7,NA,7,NA,8,NA,5
"Neolamprologus_brichardi",NA,12,NA,14,NA,18,NA,10,NA,15,NA,9
"Neovison_vison",NA,24,NA,23,NA,26,NA,14,NA,20,NA,11
"Nomascus_leucogenys",0.0242042491559757,18,0.160861981431465,19,0.0705106303173531,17,0.113448086090479,9,0.00123175557056043,24,0.0560452346387576,13
"Notechis_scutatus",NA,5,NA,12,NA,13,NA,12,NA,12,NA,6
"Nothobranchius_furzeri",0.0705304336283186,5,0.0771459774738536,6,0.015002933226066,14,0.00798628399034594,10,0.153572508447305,10,0.005732747385358,7
"Numida_meleagris",0.00894057142857143,13,0.0629069300095877,21,0.00587993384467881,16,0.000212308724832215,32,0.0109124515819751,12,0.000177964525407478,22
"Octodon_degus",NA,24,NA,18,NA,22,NA,13,NA,12,NA,9
"Oncorhynchus_kisutch",0.166369731902357,7,0.15548266540404,8,0.0186958914141414,17,0.0123221473063973,8,0.182812948232323,10,0.00812556818181818,10
"Oncorhynchus_mykiss",0.171783737403928,6,0.123705743381725,8,0.0236454534585824,9,0.0109095811272417,8,0.183202482920581,11,0.0111482719897523,11
"Oncorhynchus_tshawytscha",0.161655308061002,7,0.143550006971678,7,0.0216960784313725,14,0.00734762265795207,7,0.19665697211329,11,0.00189484749455338,13
"Oreochromis_aureus",0.112821017892644,6,0.0746351689860835,7,0.0240292664015905,12,0.0134345526838966,11,0.134792645129225,10,0.00900417992047714,5
"Oreochromis_niloticus",0.11733895526839,5,0.0779882425447316,8,0.0245807743538767,12,0.0115944741550696,7,0.123666585487078,10,0.012702921471173,3
"Ornithorhynchus_anatinus",0.00269723238300161,27,0.252827964497041,17,0.0014259892415277,21,0.230056022054868,14,0.0362186422807961,22,0.000142768692845616,10
"Oryctolagus_cuniculus",0.0139197387650712,23,0.135395421994885,19,0.0271509287541103,26,0.182586120204604,13,0.0187194844720497,10,0.00140323419802704,17
"Oryzias_javanicus",0.085007324691358,11,0.0429069024691358,12,0.0174060074074074,11,0.000853688888888889,12,0.24520455308642,15,0.00849362222222222,13
"Oryzias_latipes",0.0926200613079019,8,0.0791173010899183,6,0.0229225722070845,18,0.00340775613079019,8,0.159344835149864,13,0.00683969346049046,12
"Oryzias_melastigma",NA,13,NA,13,NA,13,NA,11,NA,14,NA,12
"Ovis_aries_rambouillet",0.0154811236681887,23,0.298813054414003,9,0.0381222610350076,23,0.0630437872907154,12,0.00438242808219178,15,0.00137176255707763,10
"Pan_paniscus",0.0226905147550958,18,0.1518130623669,20,0.0686463602068756,17,0.100432617584423,9,0.00140979221174323,23,0.00864275083662915,18
"Pan_troglodytes",0.0249136453110492,18,0.17380296007428,20,0.0770031169916435,17,0.125451307025689,9,0.0427172643144537,15,0.027145275456515,25
"Panthera_leo",0.0278712480265891,19,0.166621094723722,21,0.0395533410884919,25,0.0880670153718322,11,0.00151794266722061,27,0.000300547154133777,13
"Panthera_pardus",NA,19,NA,21,NA,25,NA,11,NA,22,NA,12
"Panthera_tigris_altaica",NA,19,NA,21,NA,25,NA,11,NA,25,NA,32
"Papio_anubis",0.0258824797909408,19,0.173301463763066,20,0.0802393703832753,17,0.135320740069686,9,0.00154872334494774,26,0.0150845299651568,30
"Parus_major",0.000560720588235294,29,0.0299704343137255,23,0.0160876754901961,16,0.000418888235294118,21,0.00526313725490196,17,0.000225579411764706,23
"Pelodiscus_sinensis",NA,15,NA,13,NA,30,NA,27,NA,15,NA,11
"Pelusios_castaneus",NA,11,NA,16,NA,25,NA,27,NA,14,NA,18
"Periophthalmus_magnuspinnatus",0.102163600265604,11,0.0627348804780876,8,0.0139457848605578,7,0.0079058432934927,11,0.203742743691899,13,0.0110507636122178,9
"Peromyscus_maniculatus_bairdii",0.00850312977707006,26,0.105956275477707,25,0.138069179936306,19,0.081540886544586,21,0.0118071066878981,20,0.00482473407643312,21
"Phascolarctos_cinereus",NA,18,NA,22,NA,16,NA,22,NA,23,NA,21
"Phasianus_colchicus",NA,15,NA,22,NA,16,NA,28,NA,17,NA,22
"Phocoena_sinus",0.0318643591905565,17,0.250432240303541,14,0.0496416960370995,21,0.0416508844856661,8,0.00102713996627319,19,0.000391694772344013,17
"Physeter_catodon",0.0243942332802548,20,0.213763227707006,17,0.0443521488853503,22,0.0601234601910828,7,0.00237794267515924,20,0.000252993232484076,15
"Podarcis_muralis",0.0576015671740569,8,0.126490978821972,11,0.0124929735274653,9,0.0179095598941099,14,0.160432064195897,12,0.000836356055592323,13
"Poecilia_reticulata",0.073329043715847,14,0.0198818333333333,11,0.00773955464480874,5,0.00116906693989071,11,0.0885112431693989,13,0.00179363387978142,6
"Pogona_vitticeps",NA,10,NA,14,NA,28,NA,20,NA,19,NA,23
"Pongo_abelii",0.02506524045677,18,0.180609477324633,19,0.0768530234910277,17,0.13280554812398,10,0.00299854779771615,28,0.0359520261011419,11
"Prolemur_simus",NA,16,NA,23,NA,22,NA,11,NA,20,NA,11
"Pseudonaja_textilis",NA,6,NA,12,NA,12,NA,13,NA,13,NA,6
"Rattus_norvegicus",0.00497834516616314,22,0.217085845543807,13,0.0878618863293051,19,0.0560380581570997,20,0.00473609025679758,22,0.00480388821752266,20
"Rhinolophus_ferrumequinum",0.0422516228323699,13,0.181849497591522,19,0.0519569402697495,22,0.0196948400770713,20,0.00185715221579961,21,0.000200227842003854,18
"Rhinopithecus_bieti",NA,19,NA,21,NA,17,NA,9,NA,24,NA,22
"Saimiri_boliviensis_boliviensis",NA,19,NA,21,NA,20,NA,11,NA,23,NA,15
"Salarias_fasciatus",0.0475522986198243,8,0.0380414353826851,10,0.0199062772898369,13,0.00262634880803011,13,0.107589164366374,8,0.00653873023839398,13
"Salmo_salar",0.159602397896264,6,0.12303056619514,7,0.025883741385564,12,0.0107647870874139,6,0.218730766412768,9,0.00249414689880305,9
"Salmo_trutta",0.177341269814503,6,0.153061626475548,8,0.0226515434232715,11,0.0111838697301855,9,0.176535287942664,10,0.00150283178752108,10
"Salvator_merianae",NA,14,NA,16,NA,21,NA,16,NA,16,NA,9
"Sander_lucioperca",NA,6,NA,6,NA,11,NA,8,NA,8,NA,7
"Sarcophilus_harrisii",0.0136395027534823,21,0.277531230968578,24,0.0170188584386135,12,0.0543672908973113,27,0.0853590016196955,22,0.000781601878846777,17
"Sciurus_vulgaris",0.0141365550538381,25,0.190649093087878,16,0.0634921191385898,23,0.0544907964571032,18,0.0101877311566516,18,0.000466293852031956,13
"Scophthalmus_maximus",0.0296227414721724,13,0.018349684021544,11,0.00714017773788151,11,0.00475315798922801,9,0.102158021543986,17,0.0144317073608618,6
"Serinus_canaria",NA,25,NA,22,NA,12,NA,23,NA,8,NA,17
"Seriola_dumerili",NA,12,NA,11,NA,13,NA,12,NA,16,NA,16
"Sparus_aurata",0.0679205791366907,7,0.0298351594724221,11,0.00918834172661871,14,0.00234960911270983,9,0.148415384892086,11,0.00656764388489209,8
"Sphenodon_punctatus",NA,14,NA,17,NA,27,NA,16,NA,14,NA,14
"Stachyris_ruficeps",NA,30,NA,23,NA,17,NA,21,NA,16,NA,23
"Strigops_habroptila",0.000249118353344768,29,0.0494751355060034,11,0.0265977289879931,6,0.000150976843910806,31,0.00572532590051458,19,0,NA
"Strix_occidentalis_caurina",NA,29,NA,18,NA,10,NA,32,NA,11,NA,12
"Struthio_camelus_australis",NA,30,NA,21,NA,20,NA,32,NA,23,NA,16
"Suricata_suricatta",0.0174261159728122,24,0.15415797451147,23,0.0401331435853866,25,0.0983799783347494,13,0.00169939464740867,27,0.000860117247238743,22
"Sus_scrofa",0.015013739008793,24,0.178707362509992,21,0.0356987681854516,25,0.132548401678657,11,0.00473086370903277,25,0.000185983613109512,11
"Taeniopygia_guttata",0.000509175803402647,29,0.0301861115311909,21,0.0279894007561437,13,0.000348777882797732,22,0.0150171720226843,19,0.00277854725897921,25
"Takifugu_rubripes",0.0271049609375,3,0.0473853020833333,5,0.014406125,5,0.00147277604166667,11,0.0442125442708333,9,0.00100259375,1
"Terrapene_carolina_triunguis",NA,7,NA,13,NA,15,NA,25,NA,16,NA,8
"Tetraodon_nigroviridis",0.0101843816155989,9,0.0151998551532033,8,0.0040008077994429,8,0.000506562674094708,5,0.0265556267409471,11,0.000681206128133705,6
"Theropithecus_gelada",0.0253469750865052,19,0.167444348096886,20,0.0788458733564014,17,0.133720313148789,9,0.00266023287197232,25,0.0238549128027682,27
"Urocitellus_parryii",NA,25,NA,24,NA,24,NA,15,NA,23,NA,12
"Ursus_maritimus",NA,23,NA,22,NA,25,NA,11,NA,18,NA,29
"Ursus_thibetanus_thibetanus",NA,23,NA,20,NA,25,NA,11,NA,18,NA,19
"Varanus_komodoensis",NA,12,NA,16,NA,21,NA,21,NA,23,NA,35
"Vombatus_ursinus",NA,17,NA,23,NA,15,NA,22,NA,22,NA,23
"Vulpes_vulpes",NA,23,NA,23,NA,26,NA,11,NA,21,NA,13
"Xenopus_tropicalis",0.0394267064093728,6,0.0556384707098553,7,0.0109983170227429,19,0.000564995175740868,7,0.331193042729152,10,0.00243482977257064,9
"Xiphophorus_couchianus",0.054386656779661,17,0.0151762316384181,13,0.00372798305084746,16,0.00159491525423729,10,0.0699663276836158,15,0.000520072033898305,16
"Xiphophorus_maculatus",0.0807839403409091,15,0.0318339375,11,0.0106395838068182,11,0.00204115767045455,9,0.101059973011364,13,0.00739950994318182,6
"Zalophus_californianus",0.0202318875051889,22,0.208229082191781,20,0.0391607737650477,24,0.0688321677044417,10,0.00210212204234122,22,0.000549991282689913,31
"Zonotrichia_albicollis",NA,29,NA,23,NA,15,NA,26,NA,14,NA,25
"Zosterops_lateralis_melanops",NA,29,NA,22,NA,16,NA,21,NA,16,NA,22
