species,contig.name,contig.size.Mbp,contig.gene.count,contig.genedens.geneperMbp,asmbly.size.Mbp
Ailuropoda melanoleuca,13,92.459488,1477,15.9745639084655,2444.060653
Ailuropoda melanoleuca,15,91.612352,771,8.41589570803727,2444.060653
Ailuropoda melanoleuca,16,91.341929,1380,15.1080671834728,2444.060653
Ailuropoda melanoleuca,12,81.781225,1514,18.512806576326,2444.060653
Ailuropoda melanoleuca,17,42.246006,478,11.3146790728572,2444.060653
Ailuropoda melanoleuca,18,38.124791,229,6.00659030498029,2444.060653
Ailuropoda melanoleuca,19,35.683536,266,7.45441819443006,2444.060653
Ailuropoda melanoleuca,20,30.944335,343,11.0844198138367,2444.060653
Ailuropoda melanoleuca,LNAT02011404.1,7.563941,48,6.34589825594885,2444.060653
Ailuropoda melanoleuca,LNAT02006054.1,1.965601,11,5.59625274915916,2444.060653
Ailuropoda melanoleuca,LNAT02007500.1,1.66612,28,16.8055122080042,2444.060653
Ailuropoda melanoleuca,LNAT02009627.1,0.911269,5,5.48685404639025,2444.060653
Ailuropoda melanoleuca,LNAT02007763.1,0.777235,8,10.2928972575862,2444.060653
Ailuropoda melanoleuca,LNAT02009834.1,0.768382,6,7.80861602692411,2444.060653
Ailuropoda melanoleuca,LNAT02009516.1,0.643204,2,3.10943339904603,2444.060653
Ailuropoda melanoleuca,LNAT02009845.1,0.609703,12,19.681713883645,2444.060653
Ailuropoda melanoleuca,LNAT02005940.1,0.55684,3,5.38754399827599,2444.060653
Ailuropoda melanoleuca,LNAT02006771.1,0.520366,9,17.2955189232194,2444.060653
Ailuropoda melanoleuca,LNAT02009243.1,0.458219,8,17.4589006566729,2444.060653
Ailuropoda melanoleuca,LNAT02005970.1,0.384128,5,13.0164945018327,2444.060653
Ailuropoda melanoleuca,LNAT02002270.1,0.380012,7,18.4204709324969,2444.060653
Ailuropoda melanoleuca,LNAT02001432.1,0.366627,10,27.275678005166,2444.060653
Ailuropoda melanoleuca,LNAT02007588.1,0.356298,2,5.61327877226367,2444.060653
Ailuropoda melanoleuca,LNAT02002248.1,0.345483,4,11.5779937073604,2444.060653
Ailuropoda melanoleuca,LNAT02008330.1,0.33383,5,14.9776832519546,2444.060653
Ailuropoda melanoleuca,LNAT02007585.1,0.306546,1,3.26215315156616,2444.060653
Ailuropoda melanoleuca,LNAT02009866.1,0.293949,3,10.2058520355572,2444.060653
Amazona collaria,RQIO01000001.1,73.408434,560,7.62855123704178,1258.720284
Amazona collaria,RQIO01000002.1,52.932692,476,8.99255227752256,1258.720284
Amazona collaria,RQIO01000003.1,46.59159,666,14.2944252385463,1258.720284
Amazona collaria,RQIO01000004.1,43.311834,388,8.95829070641525,1258.720284
Amazona collaria,RQIO01000005.1,37.850111,375,9.9075006675674,1258.720284
Amazona collaria,RQIO01000006.1,35.909606,413,11.5011008475003,1258.720284
Amazona collaria,RQIO01000007.1,29.257515,389,13.2957293194586,1258.720284
Amazona collaria,RQIO01000008.1,27.914016,201,7.20068369954363,1258.720284
Amazona collaria,RQIO01000009.1,27.894539,271,9.71516324395969,1258.720284
Amazona collaria,RQIO01000010.1,25.534144,273,10.6915665549626,1258.720284
Amazona collaria,RQIO01000011.1,25.53168,107,4.19087188935472,1258.720284
Amazona collaria,RQIO01000012.1,23.775647,334,14.0479878423498,1258.720284
Amazona collaria,RQIO01000013.1,22.795922,404,17.7224680800364,1258.720284
Amazona collaria,RQIO01000014.1,22.544513,424,18.8072370425567,1258.720284
Amazona collaria,RQIO01000015.1,17.31478,532,30.7251954688422,1258.720284
Amazona collaria,RQIO01000016.1,17.014029,177,10.4031796348766,1258.720284
Amazona collaria,RQIO01000017.1,16.768272,265,15.8036558567275,1258.720284
Amazona collaria,RQIO01000018.1,15.628494,155,9.91778222520993,1258.720284
Amazona collaria,RQIO01000019.1,15.466863,85,5.49561989396298,1258.720284
Amazona collaria,RQIO01000020.1,14.574745,155,10.6348344344961,1258.720284
Amazona collaria,RQIO01000021.1,14.326857,132,9.21346531203599,1258.720284
Amazona collaria,RQIO01000022.1,14.25116,120,8.42036718414501,1258.720284
Amazona collaria,RQIO01000023.1,13.267695,409,30.8267562677617,1258.720284
Amazona collaria,RQIO01000024.1,13.213195,197,14.9093387329862,1258.720284
Amazona collaria,RQIO01000025.1,12.587258,209,16.6040928055975,1258.720284
Amazona collaria,RQIO01000026.1,11.54766,299,25.8926916795264,1258.720284
Amazona collaria,RQIO01000027.1,11.201643,88,7.85599041140661,1258.720284
Amazona collaria,RQIO01000028.1,10.776607,86,7.98024832862514,1258.720284
Amazona collaria,RQIO01000029.1,10.438369,281,26.9199144042522,1258.720284
Amazona collaria,RQIO01000030.1,10.285564,92,8.94457513462558,1258.720284
Amazona collaria,RQIO01000031.1,10.284802,94,9.13969952946104,1258.720284
Amazona collaria,RQIO01000032.1,10.249579,89,8.68328347925315,1258.720284
Amazona collaria,RQIO01000033.1,9.921778,147,14.8158928772645,1258.720284
Amazona collaria,RQIO01000034.1,9.847576,62,6.29596562646483,1258.720284
Amazona collaria,RQIO01000035.1,9.78273,199,20.3419699817944,1258.720284
Amazona collaria,RQIO01000036.1,9.741019,107,10.9844770860215,1258.720284
Amazona collaria,RQIO01000037.1,9.309117,86,9.23825535762414,1258.720284
Amazona collaria,RQIO01000038.1,9.183367,101,10.9981447980899,1258.720284
Amazona collaria,RQIO01000039.1,8.443449,50,5.92175069690123,1258.720284
Amazona collaria,RQIO01000040.1,8.129298,62,7.62673480539156,1258.720284
Amazona collaria,RQIO01000041.1,8.086893,70,8.65598196983687,1258.720284
Amazona collaria,RQIO01000042.1,8.07636,72,8.91490721067412,1258.720284
Amazona collaria,RQIO01000043.1,7.894448,135,17.1006256548906,1258.720284
Amazona collaria,RQIO01000044.1,7.518894,181,24.0726894141612,1258.720284
Amazona collaria,RQIO01000045.1,7.271651,155,21.315654450413,1258.720284
Amazona collaria,RQIO01000046.1,6.709826,247,36.811684833556,1258.720284
Amazona collaria,RQIO01000047.1,6.704646,150,22.3725458435837,1258.720284
Amazona collaria,RQIO01000048.1,6.570962,57,8.67452893503265,1258.720284
Amazona collaria,RQIO01000049.1,6.505189,55,8.45478893849203,1258.720284
Amazona collaria,RQIO01000050.1,6.368098,63,9.89306383161817,1258.720284
Amazona collaria,RQIO01000051.1,6.329187,50,7.89990878765314,1258.720284
Amazona collaria,RQIO01000052.1,6.193921,63,10.1712630819799,1258.720284
Amazona collaria,RQIO01000053.1,6.084133,45,7.39628801671495,1258.720284
Amazona collaria,RQIO01000054.1,5.917186,167,28.2228748597729,1258.720284
Amazona collaria,RQIO01000055.1,5.912931,51,8.62516406837827,1258.720284
Amazona collaria,RQIO01000056.1,5.844836,120,20.5309438964583,1258.720284
Amazona collaria,RQIO01000057.1,5.839139,123,21.0647494433683,1258.720284
Amazona collaria,RQIO01000058.1,5.461417,85,15.5637264101972,1258.720284
Amazona collaria,RQIO01000059.1,5.241329,60,11.4474783017819,1258.720284
Amazona collaria,RQIO01000060.1,5.210777,45,8.63594815130258,1258.720284
Amazona collaria,RQIO01000061.1,4.973274,35,7.03761747291623,1258.720284
Amazona collaria,RQIO01000062.1,4.970386,37,7.44408985539554,1258.720284
Amazona collaria,RQIO01000063.1,4.735901,30,6.33459187597038,1258.720284
Amazona collaria,RQIO01000064.1,4.686754,147,31.3649916338686,1258.720284
Amazona collaria,RQIO01000065.1,4.686395,31,6.61489268403538,1258.720284
Amazona collaria,RQIO01000066.1,4.660239,141,30.2559589754946,1258.720284
Amazona collaria,RQIO01000067.1,4.590604,176,38.3391815107554,1258.720284
Amazona collaria,RQIO01000068.1,4.586611,61,13.2995800167051,1258.720284
Amazona collaria,RQIO01000069.1,4.586217,60,13.0826779456794,1258.720284
Amazona collaria,RQIO01000070.1,4.469959,58,12.9755105136311,1258.720284
Amphilophus citrinellus,CCOE01000287.1,8.593483,216,25.135326386286,844.902565
Amphilophus citrinellus,CCOE01000244.1,6.775444,277,40.8829295910349,844.902565
Amphilophus citrinellus,CCOE01000449.1,6.419114,236,36.7651984370429,844.902565
Amphilophus citrinellus,CCOE01000334.1,5.241963,199,37.9628776471715,844.902565
Amphilophus citrinellus,CCOE01000384.1,5.21784,165,31.6222804838784,844.902565
Amphilophus citrinellus,CCOE01000439.1,5.187846,85,16.3844493456436,844.902565
Amphilophus citrinellus,CCOE01000365.1,5.002296,158,31.5854959402642,844.902565
Amphilophus citrinellus,CCOE01000440.1,4.855407,167,34.3946449803281,844.902565
Amphilophus citrinellus,CCOE01000489.1,4.770292,148,31.0253544227481,844.902565
Amphilophus citrinellus,CCOE01000139.1,4.578226,97,21.1872458895651,844.902565
Amphilophus citrinellus,CCOE01000627.1,4.468497,130,29.0925561771665,844.902565
Amphilophus citrinellus,CCOE01000519.1,4.323048,117,27.0642380098486,844.902565
Amphilophus citrinellus,CCOE01000707.1,4.217476,122,28.9272541207111,844.902565
Amphilophus citrinellus,CCOE01000667.1,4.156891,182,43.7827212693333,844.902565
Amphilophus citrinellus,CCOE01000806.1,4.081865,128,31.3582149336149,844.902565
Amphilophus citrinellus,CCOE01000691.1,4.054664,167,41.1871365913427,844.902565
Amphilophus citrinellus,CCOE01000425.1,3.835561,70,18.2502637814912,844.902565
Amphilophus citrinellus,CCOE01001431.1,3.823737,70,18.3066983947902,844.902565
Amphilophus citrinellus,CCOE01000477.1,3.806738,177,46.4965017293021,844.902565
Amphilophus citrinellus,CCOE01000370.1,3.78188,208,54.999100976234,844.902565
Amphilophus citrinellus,CCOE01000690.1,3.673101,86,23.4134590908336,844.902565
Amphilophus citrinellus,CCOE01000819.1,3.656204,109,29.8123408868871,844.902565
Amphilophus citrinellus,CCOE01001108.1,3.64069,106,29.1153600004395,844.902565
Amphilophus citrinellus,CCOE01000184.1,3.616747,109,30.1375794325674,844.902565
Amphilophus citrinellus,CCOE01000607.1,3.482841,111,31.8705332801584,844.902565
Amphilophus citrinellus,CCOE01000650.1,3.453887,123,35.6120510022476,844.902565
Amphilophus citrinellus,CCOE01000564.1,3.441913,144,41.8371992551816,844.902565
Amphilophus citrinellus,CCOE01000389.1,3.351847,83,24.7624667832392,844.902565
Amphilophus citrinellus,CCOE01000492.1,3.29612,85,25.787896071745,844.902565
Amphilophus citrinellus,CCOE01000865.1,3.224192,55,17.0585374568264,844.902565
Amphilophus citrinellus,CCOE01001181.1,3.183819,112,35.1778791445117,844.902565
Amphilophus citrinellus,CCOE01001284.1,3.161676,79,24.9867475351681,844.902565
Amphilophus citrinellus,CCOE01001231.1,3.158546,48,15.1968658996893,844.902565
Amphilophus citrinellus,CCOE01001280.1,2.977142,50,16.794630555076,844.902565
Amphilophus citrinellus,CCOE01000908.1,2.912931,134,46.001776217837,844.902565
Amphilophus citrinellus,CCOE01001000.1,2.902999,29,9.98966930405419,844.902565
Amphilophus citrinellus,CCOE01000953.1,2.868102,81,28.2416734132887,844.902565
Amphilophus citrinellus,CCOE01001043.1,2.85817,102,35.6871704622188,844.902565
Amphilophus citrinellus,CCOE01000977.1,2.815705,119,42.2629501314946,844.902565
Amphilophus citrinellus,CCOE01000200.1,2.775671,37,13.3301100886957,844.902565
Amphilophus citrinellus,CCOE01001249.1,2.77146,111,40.051092204109,844.902565
Amphilophus citrinellus,CCOE01001542.1,2.760051,94,34.0573416940484,844.902565
Amphilophus citrinellus,CCOE01000086.1,2.733835,110,40.2365175659833,844.902565
Amphilophus citrinellus,CCOE01000236.1,2.73103,66,24.1667063342402,844.902565
Amphilophus citrinellus,CCOE01000190.1,2.708805,77,28.4258187651012,844.902565
Amphilophus citrinellus,CCOE01000288.1,2.684394,113,42.095161887562,844.902565
Amphilophus citrinellus,CCOE01000239.1,2.61714,77,29.4214294993772,844.902565
Amphilophus citrinellus,CCOE01001499.1,2.609684,81,31.0382406452275,844.902565
Amphiprion ocellaris,1,43.941765,1087,24.737285814532,863.468154
Amphiprion ocellaris,2,41.817216,1146,27.4049807619905,863.468154
Amphiprion ocellaris,3,41.245747,1243,30.1364404916706,863.468154
Amphiprion ocellaris,4,40.94527,1441,35.1933202540855,863.468154
Amphiprion ocellaris,5,40.228147,1279,31.7936593002904,863.468154
Amphiprion ocellaris,6,39.296448,1268,32.2675474383843,863.468154
Amphiprion ocellaris,7,39.040519,1149,29.4309612021295,863.468154
Amphiprion ocellaris,8,37.997308,1263,33.2391968399446,863.468154
Amphiprion ocellaris,9,37.870855,1261,33.2973734023169,863.468154
Amphiprion ocellaris,10,37.359734,1341,35.8942598467109,863.468154
Amphiprion ocellaris,11,36.880113,1028,27.8741011449721,863.468154
Amphiprion ocellaris,12,36.781507,964,26.2088228195762,863.468154
Amphiprion ocellaris,13,36.729457,1012,27.5528168031452,863.468154
Amphiprion ocellaris,14,35.748053,1055,29.5120967846836,863.468154
Amphiprion ocellaris,15,35.34155,1047,29.6251862184879,863.468154
Amphiprion ocellaris,16,34.61046,953,27.5350284278221,863.468154
Amphiprion ocellaris,17,33.922019,1030,30.3637587137723,863.468154
Amphiprion ocellaris,18,33.559439,1047,31.1983761111144,863.468154
Amphiprion ocellaris,19,33.474982,1358,40.5676095658543,863.468154
Amphiprion ocellaris,20,33.245535,1109,33.357862943099,863.468154
Amphiprion ocellaris,21,29.263592,709,24.2280578542785,863.468154
Amphiprion ocellaris,22,28.864005,755,26.1571462449511,863.468154
Amphiprion ocellaris,23,26.460589,941,35.5623225167059,863.468154
Amphiprion ocellaris,24,21.987767,753,34.2463152351942,863.468154
Amphiprion ocellaris,JAJUWX010000143.1,0.032759,1,30.5259623309625,863.468154
Amphiprion ocellaris,JAJUWX010000150.1,0.032759,2,61.051924661925,863.468154
Amphiprion ocellaris,JAJUWX010000156.1,0.032759,10,305.259623309625,863.468154
Amphiprion ocellaris,JAJUWX010000157.1,0.032759,1,30.5259623309625,863.468154
Amphiprion ocellaris,JAJUWX010000159.1,0.032759,2,61.051924661925,863.468154
Amphiprion ocellaris,JAJUWX010000164.1,0.032759,1,30.5259623309625,863.468154
Amphiprion ocellaris,JAJUWX010000166.1,0.032759,1,30.5259623309625,863.468154
Amphiprion ocellaris,JAJUWX010000167.1,0.032759,1,30.5259623309625,863.468154
Amphiprion percula,1,46.122984,1066,23.1121212799241,908.939294
Amphiprion percula,2,43.441817,1074,24.7227228087628,908.939294
Amphiprion percula,3,43.424015,1358,31.2730179371944,908.939294
Amphiprion percula,4,42.189036,1192,28.2537861258551,908.939294
Amphiprion percula,5,40.628858,1176,28.9449435177331,908.939294
Amphiprion percula,6,40.564683,1203,29.6563392347969,908.939294
Amphiprion percula,7,40.358139,1208,29.9320045456011,908.939294
Amphiprion percula,8,39.44848,1180,29.912432620978,908.939294
Amphiprion percula,9,39.156057,1056,26.9690076301605,908.939294
Amphiprion percula,10,38.595198,1244,32.2319890676555,908.939294
Amphiprion percula,11,38.455735,945,24.5737079267891,908.939294
Amphiprion percula,12,38.41655,995,25.9002955757349,908.939294
Amphiprion percula,13,37.714444,935,24.7915626172296,908.939294
Amphiprion percula,14,37.445069,1402,37.4415119918727,908.939294
Amphiprion percula,15,37.440844,996,26.6019644215285,908.939294
Amphiprion percula,16,36.605909,985,26.908224024706,908.939294
Amphiprion percula,17,35.436744,962,27.1469636149416,908.939294
Amphiprion percula,18,35.137006,1070,30.4522246431583,908.939294
Amphiprion percula,19,34.194249,942,27.5484921455652,908.939294
Amphiprion percula,20,33.65261,837,24.8717707185267,908.939294
Amphiprion percula,21,30.84716,652,21.1364676683364,908.939294
Amphiprion percula,22,29.768437,713,23.9515430386889,908.939294
Amphiprion percula,23,27.379192,797,29.109697612698,908.939294
Amphiprion percula,24,23.731547,689,29.0330841053051,908.939294
Amphiprion percula,PYAM01000025.1,2.645011,94,35.5386045653496,908.939294
Amphiprion percula,PYAM01000026.1,0.326293,14,42.9062223216557,908.939294
Amphiprion percula,PYAM01000030.1,0.156864,1,6.374949000408,908.939294
Amphiprion percula,PYAM01000032.1,0.131405,2,15.220120999962,908.939294
Amphiprion percula,PYAM01000033.1,0.130789,1,7.64590294290804,908.939294
Amphiprion percula,PYAM01000040.1,0.107525,1,9.30016275284818,908.939294
Amphiprion percula,PYAM01000044.1,0.102372,1,9.76829601844254,908.939294
Amphiprion percula,PYAM01000046.1,0.099038,1,10.0971344332478,908.939294
Anabas testudineus,2,34.285027,1329,38.763277042191,555.641398
Anabas testudineus,18,31.080915,1467,47.1993826436577,555.641398
Anabas testudineus,9,28.519589,1278,44.811304959549,555.641398
Anabas testudineus,3,27.937778,973,34.8273939323306,555.641398
Anabas testudineus,1,27.35712,1377,50.3342457100748,555.641398
Anabas testudineus,5,26.71937,1251,46.8199661893226,555.641398
Anabas testudineus,4,26.090302,1100,42.1612597661767,555.641398
Anabas testudineus,13,25.912841,1140,43.9936323462178,555.641398
Anabas testudineus,7,25.106443,1268,50.5049640046581,555.641398
Anabas testudineus,6,25.063394,1215,48.4770737754033,555.641398
Anabas testudineus,21,24.496341,1040,42.4553201639379,555.641398
Anabas testudineus,16,24.434175,1252,51.2397083183697,555.641398
Anabas testudineus,10,23.45664,1011,43.1008021609233,555.641398
Anabas testudineus,17,23.416631,1289,55.0463471880306,555.641398
Anabas testudineus,11,22.362968,1090,48.7412940894071,555.641398
Anabas testudineus,15,21.92125,867,39.5506643097451,555.641398
Anabas testudineus,8,21.832553,1385,63.4373817848971,555.641398
Anabas testudineus,22,20.982477,1065,50.7566385036428,555.641398
Anabas testudineus,24,19.933469,956,47.9595398071455,555.641398
