"species","chromnum.1n","chromnum.source","chromnum.database","is.estimate","asmbly.size.Mbp","beta","pval.beta","rsq","cv","weightcv","clade","class","order","family","est.gnsz.Mbp","est.gnsz.source","est.gnsz.db","repcontent.Mbp","repcontent.percentcoverage","k2p.mean","k2p.median"
"Calidris pugnax",46,"de Souza, M. S., Barcellos, S. A., Dos Santos, M. da S., Gunski, R. J., Garnero, A. D. V., de Oliveira, E. H. C., OÔøΩConnor, R. E., Griffin, D. K., & Kretschmer, R. (2022). Microchromosome BAC-FISH Reveals Different Patterns of Genome Organization in Three Charadriiformes Species. Animals : An Open Access Journal from MDPI, 12(21), 3052. https://doi.org/10.3390/ani12213051","",NA,1229.094286,10.9311875488963,2.5735024655808e-10,0.718260062586775,0.291595091498021,0.272406498081475,"Sauria","Aves","Charadriiformes","Scolopacidae",1230,"Lamichhaney, Sangeet, et al. ìStructural Genomic Changes Underlie Alternative Reproductive Strategies in the Ruff (Philomachus Pugnax).î Nature Genetics, vol. 48, no. 1, 16 Nov. 2015, pp. 84ñ88, https://doi.org/10.1038/ng.3430.","",90.236339,7.34169380069838,17.4682941425627,16.2982880588323
"Calidris pygmaea",46,"de Souza, M. S., Barcellos, S. A., Dos Santos, M. da S., Gunski, R. J., Garnero, A. D. V., de Oliveira, E. H. C., OÔøΩConnor, R. E., Griffin, D. K., & Kretschmer, R. (2022). Microchromosome BAC-FISH Reveals Different Patterns of Genome Organization in Three Charadriiformes Species. Animals : An Open Access Journal from MDPI, 12(21), 3052. https://doi.org/10.3390/ani12213052","",NA,1178.350366,9.19991451789808,0.107956479610465,0.290443991557439,0.254970633678596,0.283915181340897,"Sauria","Aves","Charadriiformes","Scolopacidae",NA,NA,NA,NA,NA,NA,NA
"Callithrix jacchus",23,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution 11: 131-141.","",NA,2829.711198,11.3027424273925,3.7254115738755e-07,0.715365784125069,0.36298908504474,0.272741668410507,"Mammalia","Mammalia","Primates","Callitrichidae",1230,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution 11: 131-141.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",1194.017595,42.1957405350735,15.7605394198567,15.2393497076264
"Callorhinchus milii",29,"Arai, R. (2011). Fish karyotypes: a check list. Springer Science & Business Media.","Rom·n?Palacios, C., Medina, C. A., Zhan, S. H., & Barker, M. S. (2021). Animal chromosome counts reveal a similar range of chromosome numbers but with less polyploidy in animals compared to flowering plants. Journal of Evolutionary Biology, 34(8), 1333ñ1339. https://doi.org/10.1111/jeb.13884",TRUE,974.481817,25.7174289306221,0.00728336152869145,0.495039935968313,0.259718462196989,0.241015799975821,"Others","Chondrichthyes","Chimaeriformes","Callorhinchidae",NA,NA,NA,NA,NA,NA,NA
"Camarhynchus parvulus",40,"Jo 1983","Degrandi T, M, Barcellos S, A, Costa A, L, Garnero A, D, V, Hass I, Gunski R, J: Introducing the Bird Chromosome Database: An Overview of Cytogenetic Studies in Birds. Cytogenet Genome Res 2020. doi: 10.1159/000507768",NA,1064.016364,8.26756878637985,6.18762827139108e-16,0.964204039871611,0.353810448676586,0.367144710378804,"Sauria","Aves","Passeriformes","Thraupidae",NA,NA,NA,NA,NA,NA,NA
"Camelus dromedarius",37,"De Stefano, G.F., S. Garagna, and C.A. Redi (1982). Genome size in some species of Camelidae. Basic and Applied Histochemistry 26 Suppl.: XCII.","",NA,2154.386959,7.10798131662221,3.86821332075841e-06,0.470656076980791,0.442826214888737,0.435320715701435,"Mammalia","Mammalia","Artiodactyla","Camelidae",2562.36,"Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",589.585807,27.3667552867878,21.7320174381335,23.0689395007174
"Canis lupus dingo",39,"Tiersch, T.R., R.W. Chandler, S.S. Wachtel, and S. Elias (1989a). Reference standards for flow cytometry and application in comparative studies of nuclear DNA content. Cytometry 10: 706-710.","",NA,2439.831507,11.2709677642375,2.29012044866558e-21,0.752234412394981,0.499045482412867,0.409775884387658,"Mammalia","Mammalia","Carnivora","Canidae",2400,"Ballard, W. O., Field, M. A., Edwards, R. J., Wilson, L. A. B., Koungoulos, L. G., Rosen, B. D., Chernoff, B., Dudchenko, O., Omer, A., Jens Keilwagen, Ksenia Skvortsova, Bogdanovic, O., Chan, E., Zammit, R., Hayes, V., & Erez Lieberman Aiden. (2023). The Australasian dingo archetype: de novo chromosome-length genome assembly, DNA methylome, and cranial morphology. Gigascience, 12. https://doi.org/10.1093/gigascience/giad018","",NA,NA,NA,NA
"Canis lupus familiaris",39,"Tiersch, T.R., R.W. Chandler, S.S. Wachtel, and S. Elias (1989a). Reference standards for flow cytometry and application in comparative studies of nuclear DNA content. Cytometry 10: 706-710.","",NA,2396.858295,12.8224934873589,8.00133633201311e-11,0.685296635154962,0.264628317989414,0.258169869261928,"Mammalia","Mammalia","Carnivora","Canidae",2816.64,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Capra hircus",30,"Sumner, A.T. and R.A. Buckland (1976). Relative DNA contents of somatic nuclei of ox, sheep and goat. Chromosoma 57: 171-175.","",NA,2922.796603,6.77536845091519,0.000320364263067725,0.364869648733151,0.390518442268528,0.359470266658223,"Mammalia","Mammalia","Artiodactyla","Bovidae",3168.72,"Sumner, A.T. and R.A. Buckland (1976). Relative DNA contents of somatic nuclei of ox, sheep and goat. Chromosoma 57: 171-175.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",1478.727915,50.5929120583421,11.4826850408109,8.48280941119243
"Carassius auratus",50,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",NA,1820.618472,31.5863046914667,1.34829217563046e-19,0.821660540875461,0.115850096406263,0.110689616772252,"Actinopterygii","Actinopterygii","Cypriniformes","Cyprinidae",1643.04,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",692.340748,38.0277778484497,10.4071976361559,9.19276864448275
"Carlito syrichta",40,"Schmitz, J., Noll, A., Raabe, C. A., Churakov, G., Voss, R., Kiefmann, M., Rozhdestvensky, T., Brosius, J., Baertsch, R., Clawson, H., Roos, C., Zimin, A., Minx, P., Montague, M. J., Wilson, R. K., & Warren, W. C. (2016). Genome sequence of the basal haplorrhine primate Tarsius syrichta reveals unusual insertions. Nature Communications, 7(1). https://doi.org/10.1038/ncomms12997","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castor canadensis",20,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catagonus wagneri",10,"Musilova, P., Kubickova, S., Cernohorska, H., & Rubes, J. (2021b). Comparative chromosome painting in Chacoan peccary, Catagonus wagneri. Journal of Applied Genetics, 62(2). https://doi.org/10.1007/s13353-021-00619-2","",NA,2640.067814,6.5760400179521,0.0133535040966747,0.294873062331251,0.4008171366319,0.372558689996174,"Mammalia","Mammalia","Artiodactyla","Tayassuidae",NA,NA,NA,NA,NA,NA,NA
"Catharus ustulatus",40,"Udagawa 1957; De Lucca 1974b; Udagawa 1955b; Yamashina 1951; Li 1989; Bulatova et al. 1971; Giannoni et al. 1990; Hammar 1970; Jovanovic and Atkins 1969a; Bulatova and Panov 1973","Degrandi T, M, Barcellos S, A, Costa A, L, Garnero A, D, V, Hass I, Gunski R, J: Introducing the Bird Chromosome Database: An Overview of Cytogenetic Studies in Birds. Cytogenet Genome Res 2020. doi: 10.1159/000507768",TRUE,1131.61643,8.47180196456987,3.36522201064325e-13,0.913930101635514,0.393702673353097,0.380824005261374,"Sauria","Aves","Passeriformes","Turdidae",NA,NA,NA,NA,NA,NA,NA
"Cavia aperea",32,"Walker, L., Soto, M. A., & Spotorno, ÔøΩ. E. (2014). Similarities and differences among the chromosomes of the wild guinea pig Cavia tschudii and the domestic guinea pig Cavia porcellus (Rodentia, Caviidae). Comparative Cytogenetics, 8(2), 153ÔøΩ167. https://doi.org/10.3897/compcytogen.v8i2.7509","",NA,2716.396567,5.97234009010134,1.08276541670296e-14,0.621186207259629,0.595672351142446,0.482610531267902,"Mammalia","Mammalia","Rodentia","Caviidae",NA,NA,NA,NA,NA,NA,NA
