"chromnum.1n","asmbly.size_bp","beta","pval.beta","rsq","coef.of.var","est.gnsz_bp","rep.content_bp","rep.content_percent.of.assembly","k2p.mean","k2p.median"
-0.740476393875575,-206694480.67765,3.22661460490428e-06,-0.000134039075657492,0.052275632714438,-0.0404004013506074,-343585983.267559,-100696002.580538,-2.06518906718015,-0.398410952427417,-0.385565845618806
-0.735841189143956,106926861.575494,5.47769104868572e-08,3.47574146468671e-05,-0.0141176745974461,0.00926818156076497,120181998.058126,85002951.4209706,2.8373190932732,-0.214618579214561,-0.0729023291852327
-0.677247105094389,-11599025.8934936,-1.51797097192076e-07,-2.48984533771787e-11,0.0237089358594622,0.00490776103536518,7790276.70031431,-2722565.38659256,-0.168679072759513,0.22927117049627,0.35913942796103
-0.192520059322291,27488717.3458135,3.6389965252696e-07,2.39009755818385e-08,0.00929065169750525,-0.00297830776982345,-78598239.4189187,18459120.9880064,0.285673637338307,0.127949923301314,0.114983064038856
-0.0119110560839864,-51337865.4888595,8.22200786102354e-07,-0.000490336394274394,0.00136002730572819,-0.00840365654113415,-77689593.3580682,-21708437.545308,-0.446116562594328,-0.234430016222868,-0.227175629103994
0.262452954845833,32320271.2934015,-4.52407326178808e-07,-0.000856989882060587,-0.00616406526351089,0.00527194671142746,68977365.67146,17613112.751726,0.578083598308671,-0.0837554449805176,-0.106629134393462
0.922985801664038,5911625.66870779,-4.88547027265156e-07,-5.3726144046097e-06,-0.0171002042231792,0.011294396574136,132267044.10391,-8643549.06945126,-0.34972617098287,0.0821994848689694,0.115155717161131
0.415571532506994,-28828773.6135936,8.70954210321993e-07,5.70112879890748e-06,0.0112893799901721,-0.0116953821143362,-33951053.6291157,7830050.26297551,0.559749898033417,-0.329152111156831,-0.401243333646972
0.166054127460487,89704468.9488064,-6.21599534733615e-07,-1.28708504698383e-05,-0.0200674624664122,0.00795129276267384,126639145.043979,56138614.9200763,0.260331033280487,0.379139572610248,0.484744173647915
0.393708127304726,-64589675.2921613,8.23237017410001e-07,-1.41084817692112e-05,0.0438133808993639,-0.0210392246368469,-61079406.5803043,-12275898.9667013,-0.0449128138924227,-0.127594315681659,-0.0724041970653235
0.468526880157729,-40173563.2690291,8.13274181436152e-07,-3.91687755950029e-06,0.00306612981187382,-0.00632578099835436,-10930426.6985865,-55066185.3675948,-1.09336007583765,0.037167602839934,-0.00976434194268691
0.814105563729772,-33850077.7216525,2.40963671340118e-07,-4.12015991800244e-07,0.00688246749871965,0.00837009049751754,-19194647.1250383,-47973259.0780832,-1.44604506643503,0.725250954046446,0.94488322576197
-0.334865710267562,-95323476.7519638,9.91372970008732e-07,2.24754690385445e-10,8.23928154761554e-05,0.00381169165183769,-63769912.3450101,-36169865.5583046,-0.76346593175086,-0.264672203346938,-0.305980821976423
-2.05498734131697,-757282735.361718,1.16678229303554e-05,-1.94310119166168e-09,0.0815144909312818,-0.15157929734661,-1327669781.57933,-288174652.761606,-6.47111236964283,-2.43448855696245,-2.74784706556862
-1.48566725992303,613854388.522121,-5.43770818330479e-06,1.80642312254405e-06,0.00335223719965799,0.0235934668843316,782534903.910259,342226119.034811,2.89927074926067,0.199054091524618,0.327433062720383
0.308380491950965,-76819569.511467,1.05369518429309e-06,1.65995793464279e-06,0.0194914359867684,-0.00560339216817749,-90669875.4297054,-44811877.6622527,-1.37383359507919,-0.600118201156748,-0.854417752440871
-0.105520835961009,-136818360.984838,1.35908433185472e-06,-1.00325861098433e-05,0.0347435089694777,-0.0326336184569994,-205604498.049126,-53284847.6258077,-1.32829283760792,-0.371966900211318,-0.368424668894216
2.20940950935576,-379351196.07773,2.95078293981626e-06,-6.6054371061674e-10,-0.00975578820035635,-0.00403797709094329,-348818121.134729,-332352495.454418,-7.63294178802446,0.448993702233228,0.683480108135131
-1.23654841707374,-35604991.4937815,1.97881694915599e-06,5.3925815171402e-11,-0.00646102315902767,-0.00324304274779029,-80493119.2094154,-5882899.74458691,-0.0141953115530273,-0.428456528837148,-0.49227440923273
2.38695243304717,99094470.0651674,-1.4882493405625e-06,-6.52225705833513e-05,0.0496838235690576,0.0400587693237883,333491354.217162,118382087.458429,2.32446268566241,-0.523364796741124,-0.624266067230658
-0.482844305771233,2473771.05962453,7.61177406181311e-07,2.2685170407224e-05,0.00763555565374956,0.0067846963299576,-15565839.068628,5326836.25530515,0.74527649148002,0.0273975092529697,0.067908014830893
-0.286492603386081,106447184.402598,-3.03627665224005e-06,-7.28319673653335e-05,0.0091579036463324,0.01585938099859,101538628.032806,24850781.2712458,-1.19748657348824,0.645567179917639,0.701831404698261
0.179932867605005,50519584.1248065,4.55323059778966e-07,1.27970940944428e-07,-0.0185288258829867,-0.0144214997010073,128171579.581073,-1758876.16875509,-0.955994049568912,0.291985180134981,0.326012654333144
-0.276435229217823,81686039.2569008,1.63080889947851e-06,3.93209104628843e-07,-0.0180119179456916,-0.00401094485987975,191951094.464272,4033766.63817619,-0.940858408291788,0.351216348335356,0.457478065863771
-1.47619173713451,-100402057.893388,-1.11200124085469e-07,-3.98528868774573e-08,0.0034838501602116,-0.0141336707805545,-122799572.471738,-41520619.8446753,0.0611287978487798,-0.602837193322622,-0.639644113882611
1.4768560763665,-131563877.1238,-3.48664742380943e-06,5.54941071923522e-07,-0.0885664241208851,0.0781962462955042,61385522.8141736,-303274170.093651,-13.2073378311838,3.51236485516156,3.37583326932327
3.88226724208049,-758061261.708484,3.02053273118457e-06,-1.16703561258566e-06,0.256270896321406,-0.0575373020248215,-1161838353.00294,-293364927.199194,-7.54006100005622,0.707895703686944,0.451212785205357
0.217228439382557,39284988.7230089,-8.22148116920747e-07,-0.00189465722513155,-0.00636643626385993,0.000900775794785197,67524543.9432231,13533700.7914295,0.547436024517892,0.151669852539328,0.170780537157606
0.0436493133362304,-46588272.2861684,1.02054075790415e-07,2.49693755265904e-07,-0.00411626913278997,-0.000503199068734106,-133339741.810361,-21638884.7576443,-0.403589618056201,-0.216376405705554,-0.25314439766525
-0.53739089025004,88476850.1066062,-6.92338391168962e-07,-4.44917480277295e-07,-0.00847095334623201,0.00134427751550467,68085146.7680578,31259469.1080182,0.359317849995028,0.121146896337868,0.134550240132938
1.28798985296328,-24352547.6856522,-5.82318506964899e-07,-6.57439748839447e-07,0.0286511404842441,0.00190655259088025,4525996.34331296,-28426284.810352,-2.03852087403702,0.475336588113332,0.431426274799899
-0.350643436659138,75486117.0312792,-1.45577647655524e-06,-6.67730173642981e-07,-0.00536815230750757,0.0132582019577613,74044205.7078547,22513650.5225896,-0.38219856554348,0.223962849881168,0.196399466166692
0.092992419452327,46442833.6648103,-7.12146625745361e-07,0.00329502456273404,-0.0213145952138585,0.0060971459829834,51871853.7217484,19048772.9393106,0.409210786110779,0.0287340653776193,0.00127667170075281
0.849290215924238,-20775104.2687942,2.40773794995408e-07,0.0139091031724949,-0.0232325419491168,0.00463683886612665,-28354870.4358117,-15837452.4483632,-0.234348345337087,0.388391824974875,0.534171571530094
2.03988053086898,-93225029.747073,-1.38108102099254e-06,-0.0157478683432265,-0.00207478212835564,-0.000434726202985403,-98226041.8430022,-58459781.8317337,-2.10537550315238,0.259470648221902,0.206115449746143
0.0590934350329552,79397625.4773398,-2.38353936933372e-06,-0.0221193210850433,-0.00595080786753965,0.000948277672931564,162451231.606043,26771255.1841087,0.611952748087262,0.000383995125570376,-0.0204493063855489
-1.96822205863896,161192887.953446,-6.25207222155754e-06,0.037673711788649,0.00155558219976017,-0.0375961150462773,132616783.621802,88705037.6027885,2.44375983945134,0.576465153819364,0.6160476458172
0.977603771984479,-138009538.240443,-1.12056312270331e-06,0.0851569657383811,-0.101544333219023,0.0201014681547432,-125354873.00233,-83153257.6744554,-1.16852933586258,-0.580386174440986,-0.688560646485558
-2.52071570254347,-83380232.0481762,1.54896446887449e-05,0.00527148445707846,-0.0791042561552459,0.0411306735539496,-132424399.035509,-7070159.27835866,0.664120038444681,-0.0380540962283429,0.284533844515886
0.634664276733417,10846105.0306522,1.09932187922111e-06,2.49478400402887e-05,-0.020300728077665,-0.00721895245083959,-58013.2439024054,28950676.2348838,0.810822455056173,-0.0563433042690362,0.074315212238577
0.818110684521914,-479493439.237317,3.40684691341243e-06,5.151495441999e-05,0.0184865756052441,-0.0477731620508262,-554077732.752735,-261417173.071372,-3.62779374818952,-0.43346730446414,-0.35460682247088
0,-18813339.4206823,9.82743324367286e-07,-6.58177943979572e-05,0.0444005348285734,0.00199876661662974,-24782978.6904782,-11765968.5559209,-1.00218837048929,0.359173034202896,0.599793789700837
-0.623269206209131,-138809718.641766,-2.89962291559136e-07,-5.70192232917965e-08,0.00519445247838036,0.00685583453642077,-193026473.162968,-85398618.7247791,-2.95715745540998,-0.518383978928671,-0.741714045789851
0.049905145605061,-57358182.4150862,2.20191659028191e-06,7.24418891744726e-20,0.0037575889268075,-0.0135121213070533,-77115427.1947644,-21753023.2162137,-1.21082752074414,-0.367064478336211,-0.464047471288863
