species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count,species.rsquared,species.pvalue
Amazona collaria,RQIO01000019.1,15466863,85,5.49561989396298e-06,1258720284,17423,0.483502260513089,6.02467094851436e-06
Amazona collaria,RQIO01000020.1,14574745,155,1.06348344344961e-05,1258720284,17423,0.483502260513089,6.02467094851436e-06
Amazona collaria,RQIO01000021.1,14326857,132,9.21346531203599e-06,1258720284,17423,0.483502260513089,6.02467094851436e-06
Amazona collaria,RQIO01000022.1,14251160,120,8.42036718414501e-06,1258720284,17423,0.483502260513089,6.02467094851436e-06
Amazona collaria,RQIO01000023.1,13267695,409,3.08267562677617e-05,1258720284,17423,0.483502260513089,6.02467094851436e-06
Amazona collaria,RQIO01000024.1,13213195,197,1.49093387329862e-05,1258720284,17423,0.483502260513089,6.02467094851436e-06
Amazona collaria,RQIO01000025.1,12587258,209,1.66040928055975e-05,1258720284,17423,0.483502260513089,6.02467094851436e-06
Amazona collaria,RQIO01000026.1,11547660,299,2.58926916795264e-05,1258720284,17423,0.483502260513089,6.02467094851436e-06
Amazona collaria,RQIO01000027.1,11201643,88,7.85599041140661e-06,1258720284,17423,0.483502260513089,6.02467094851436e-06
Amazona collaria,RQIO01000028.1,10776607,86,7.98024832862514e-06,1258720284,17423,0.483502260513089,6.02467094851436e-06
Amazona collaria,RQIO01000029.1,10438369,281,2.69199144042522e-05,1258720284,17423,0.483502260513089,6.02467094851436e-06
Amazona collaria,RQIO01000030.1,10285564,92,8.94457513462558e-06,1258720284,17423,0.483502260513089,6.02467094851436e-06
Amazona collaria,RQIO01000031.1,10284802,94,9.13969952946104e-06,1258720284,17423,0.483502260513089,6.02467094851436e-06
Amazona collaria,RQIO01000032.1,10249579,89,8.68328347925315e-06,1258720284,17423,0.483502260513089,6.02467094851436e-06
Amphiprion percula,1,46122984,1067,2.31338024443518e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,2,43441817,1074,2.47227228087628e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,3,43424015,1358,3.12730179371944e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,4,42189036,1192,2.82537861258551e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,5,40628858,1176,2.89449435177331e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,6,40564683,1203,2.96563392347969e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,7,40358139,1208,2.99320045456011e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,8,39448480,1180,2.9912432620978e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,9,39156057,1056,2.69690076301605e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,10,38595198,1244,3.22319890676555e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,11,38455735,945,2.45737079267891e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,12,38416550,995,2.59002955757349e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,13,37714444,935,2.47915626172296e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,14,37445069,1402,3.74415119918727e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,15,37440844,996,2.66019644215285e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,16,36605909,985,2.6908224024706e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,17,35436744,962,2.71469636149416e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,18,35137006,1070,3.04522246431583e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,19,34194249,942,2.75484921455652e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,20,33652610,837,2.48717707185267e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,21,30847160,652,2.11364676683364e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,22,29768437,713,2.39515430386889e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,23,27379192,797,2.9109697612698e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Amphiprion percula,24,23731547,689,2.90330841053051e-05,908939294,24840,0.562365025132107,1.48319767078748e-05
Anabas testudineus,2,34285027,1330,3.87924442935396e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,18,31080915,1467,4.71993826436577e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,9,28519589,1278,4.4811304959549e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,3,27937778,973,3.48273939323306e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,1,27357120,1377,5.03342457100747e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,5,26719370,1251,4.68199661893226e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,4,26090302,1100,4.21612597661767e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,13,25912841,1140,4.39936323462178e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,7,25106443,1268,5.05049640046581e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,6,25063394,1215,4.84770737754033e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,21,24496341,1040,4.2455320163938e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,16,24434175,1252,5.12397083183697e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,10,23456640,1011,4.31008021609233e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,17,23416631,1289,5.50463471880306e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,11,22362968,1090,4.87412940894071e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,15,21921250,867,3.95506643097451e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,8,21832553,1385,6.34373817848971e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,22,20982477,1065,5.07566385036428e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,24,19933469,956,4.79595398071455e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,14,19875000,956,4.81006289308176e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,12,19394341,935,4.82099391776189e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,19,18693732,1056,5.64895227983369e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anabas testudineus,23,15359112,623,4.05622408378818e-05,555641398,26037,0.478178950070709,0.000154888523182514
Anas platyrhynchos,1,208326429,2380,1.14243786130467e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,2,162939446,1606,9.85642236687119e-06,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,3,119723720,1319,1.10170315456286e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,Z,81233375,783,9.63889534320099e-06,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,4,77626585,858,1.10529144107009e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,5,64988622,1055,1.62336108619136e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,6,39543408,553,1.39846317747828e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,7,37812880,568,1.50213366450797e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,8,33348632,587,1.76019214221441e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,9,26742597,531,1.98559623809161e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,10,22933227,383,1.67006588300896e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,12,22338721,450,2.01443941217584e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,11,22193879,385,1.73471253042337e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,13,21714986,391,1.80059982539247e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,14,20320564,423,2.08163513571769e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,15,18227546,451,2.47427711881786e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,22,16160689,173,1.07049891251543e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,16,16053328,384,2.39202737276657e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,17,15319648,402,2.62408117993312e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,18,13333155,352,2.64003531047228e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,19,12198306,327,2.68070009065193e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas platyrhynchos,20,12091001,359,2.96915036232319e-05,1211992756,18490,0.958934727150707,1.50215840361883e-15
Anas zonorhyncha,NOIK01000001.1,25320044,343,1.35465799348532e-05,1310797575,19368,0.701858895675913,0.0233006862386435
Anas zonorhyncha,NOIK01000002.1,12866156,108,8.39411553847163e-06,1310797575,19368,0.701858895675913,0.0233006862386435
Anas zonorhyncha,NOIK01000015.1,12859510,245,1.90520478618548e-05,1310797575,19368,0.701858895675913,0.0233006862386435
Anas zonorhyncha,NOIK01000005.1,12840807,123,9.57883721794121e-06,1310797575,19368,0.701858895675913,0.0233006862386435
Anas zonorhyncha,NOIK01000003.1,11111658,114,1.02594950276547e-05,1310797575,19368,0.701858895675913,0.0233006862386435
Anas zonorhyncha,NOIK01000004.1,10633831,88,8.2754747559934e-06,1310797575,19368,0.701858895675913,0.0233006862386435
Anolis carolinensis,1,263920458,3123,1.18331107170176e-05,1799126364,26479,0.960227142925745,1.25430095045409e-05
Anolis carolinensis,3,204416410,2400,1.17407403838077e-05,1799126364,26479,0.960227142925745,1.25430095045409e-05
Anolis carolinensis,2,199619895,2935,1.47029433113368e-05,1799126364,26479,0.960227142925745,1.25430095045409e-05
Anolis carolinensis,4,156502444,2012,1.28560292643098e-05,1799126364,26479,0.960227142925745,1.25430095045409e-05
Anolis carolinensis,5,150641573,1781,1.18227655522423e-05,1799126364,26479,0.960227142925745,1.25430095045409e-05
Anolis carolinensis,6,80741955,1263,1.56424253041681e-05,1799126364,26479,0.960227142925745,1.25430095045409e-05
Anolis carolinensis,GL343193.1,14352415,144,1.00331546990524e-05,1799126364,26479,0.960227142925745,1.25430095045409e-05
Anolis carolinensis,GL343194.1,10611382,135,1.27221883068577e-05,1799126364,26479,0.960227142925745,1.25430095045409e-05
Anser brachyrhynchus,NXHY01000001.1,23479615,370,1.57583503818099e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser brachyrhynchus,NXHY01000002.1,21706544,448,2.06389372716357e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser brachyrhynchus,NXHY01000003.1,17051885,276,1.61858938176043e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser brachyrhynchus,NXHY01000004.1,15382636,236,1.53419738983618e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser brachyrhynchus,NXHY01000005.1,14769664,348,2.3561808853607e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser brachyrhynchus,NXHY01000006.1,13890248,263,1.89341471800935e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser brachyrhynchus,NXHY01000007.1,13524337,173,1.27917545976561e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser brachyrhynchus,NXHY01000008.1,13440083,224,1.6666563740715e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser brachyrhynchus,NXHY01000009.1,12116359,360,2.97118961232496e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser brachyrhynchus,NXHY01000010.1,12058741,350,2.90245888853571e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser brachyrhynchus,NXHY01000011.1,11314121,280,2.47478350284569e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser brachyrhynchus,NXHY01000012.1,10994798,238,2.16466005105323e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser brachyrhynchus,NXHY01000013.1,10967357,168,1.53181846820524e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser brachyrhynchus,NXHY01000014.1,10690490,130,1.21603406392036e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser brachyrhynchus,NXHY01000015.1,10684212,123,1.15123136830306e-05,1116992394,22641,0.384889911581367,0.00806347422356927
Anser cygnoides,KZ155842.1,20207557,301,1.48954175905578e-05,1130276682,19448,0.470559032130153,0.0057692433842909
Anser cygnoides,KZ155843.1,17017120,445,2.61501358631778e-05,1130276682,19448,0.470559032130153,0.0057692433842909
Anser cygnoides,KZ155844.1,15666746,299,1.90850097397379e-05,1130276682,19448,0.470559032130153,0.0057692433842909
Anser cygnoides,KZ155845.1,15584235,317,2.03410690354708e-05,1130276682,19448,0.470559032130153,0.0057692433842909
Anser cygnoides,KZ155846.1,12884622,161,1.24955159724515e-05,1130276682,19448,0.470559032130153,0.0057692433842909
Anser cygnoides,KZ155847.1,12609348,133,1.05477301443342e-05,1130276682,19448,0.470559032130153,0.0057692433842909
Anser cygnoides,KZ155848.1,12298643,347,2.82144948837038e-05,1130276682,19448,0.470559032130153,0.0057692433842909
Anser cygnoides,KZ155849.1,12033795,228,1.8946641520817e-05,1130276682,19448,0.470559032130153,0.0057692433842909
Anser cygnoides,KZ155850.1,11489424,146,1.27073385053942e-05,1130276682,19448,0.470559032130153,0.0057692433842909
Anser cygnoides,KZ155851.1,11106379,149,1.34157136182729e-05,1130276682,19448,0.470559032130153,0.0057692433842909
Anser cygnoides,KZ155852.1,10311271,126,1.221963810281e-05,1130276682,19448,0.470559032130153,0.0057692433842909
Anser cygnoides,KZ155853.1,10250643,112,1.09261438526344e-05,1130276682,19448,0.470559032130153,0.0057692433842909
Anser cygnoides,KZ155854.1,10015869,191,1.9069738232399e-05,1130276682,19448,0.470559032130153,0.0057692433842909
Aotus nancymaae,KZ203792.1,42888418,504,1.17514243589027e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ203698.1,37303394,423,1.1339450774908e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ202524.1,33973456,389,1.14501156432245e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ202280.1,33210471,337,1.01474020046268e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ206464.1,32172056,248,7.70855303745586e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ197258.1,27932887,274,9.80922594932633e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ206965.1,27760200,246,8.86160762530529e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ202417.1,25620257,99,3.86412985630862e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ197012.1,23613886,203,8.59663674161889e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ201897.1,22879264,138,6.03166255697736e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ202344.1,22291198,294,1.318906233752e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ204317.1,21849567,342,1.56524840972821e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ195829.1,21782819,151,6.93206880156329e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ199729.1,19681183,279,1.41759771249523e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ196594.1,18983484,112,5.89986537771465e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ207330.1,18318087,325,1.77420273197742e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ195588.1,17862339,117,6.55009402743952e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ201076.1,17510603,160,9.1373209706142e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ200543.1,17113052,128,7.47967107211502e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ208815.1,17091723,188,1.09994761792009e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ208238.1,16599674,208,1.25303665602108e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ204057.1,15889662,89,5.60112606548837e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ196241.1,15679484,163,1.03957502683124e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ200265.1,15618981,101,6.46649099579544e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ199586.1,15603535,227,1.45479854404787e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ198867.1,15413533,90,5.83902470640573e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ196472.1,15150071,132,8.71283045472196e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ206783.1,15105047,79,5.23003999921351e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ204805.1,15034901,75,4.98839333893851e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ201428.1,14941987,54,3.61397717719872e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ199521.1,14685415,118,8.03518320728423e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ198254.1,14511534,78,5.37503478267701e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ201810.1,14477005,217,1.49892881849526e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ200915.1,14285470,119,8.33014244543582e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ207216.1,13997296,62,4.42942694074627e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ203850.1,13996380,125,8.93088069915221e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ205749.1,13888026,50,3.60022367469646e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ200264.1,13565125,114,8.40390339197022e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ201139.1,13143376,77,5.85846437018921e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ204138.1,13018661,91,6.98996617240437e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ197741.1,12854749,117,9.10169463441099e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ201992.1,12763275,76,5.95458454040989e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ202296.1,12499708,80,6.4001495074925e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ205187.1,12431305,66,5.3091771137463e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ201208.1,12336536,205,1.66173065113254e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ202076.1,12317016,152,1.23406513395777e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ199182.1,12310364,94,7.63584244950028e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ203304.1,12282305,90,7.32761480845818e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ199799.1,12198231,50,4.09895500421332e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ202257.1,12159789,106,8.71725652476371e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ204886.1,12154212,84,6.91118436966543e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ199641.1,12037152,127,1.05506684637695e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ203443.1,11923251,405,3.39672460136921e-05,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aotus nancymaae,KZ202533.1,11824386,83,7.01939195828012e-06,2861668348,28919,0.542868959595407,1.29042655378148e-10
Aquila chrysaetos chrysaetos,Z,88216475,816,9.2499728650459e-06,1203454851,17052,0.474282007393315,4.29372256254209e-05
Aquila chrysaetos chrysaetos,1,85456622,803,9.39658017374007e-06,1203454851,17052,0.474282007393315,4.29372256254209e-05
Aquila chrysaetos chrysaetos,2,83001952,854,1.02889146510675e-05,1203454851,17052,0.474282007393315,4.29372256254209e-05
Aquila chrysaetos chrysaetos,3,79382107,989,1.24587270025473e-05,1203454851,17052,0.474282007393315,4.29372256254209e-05
Aquila chrysaetos chrysaetos,4,77266225,620,8.0242046249833e-06,1203454851,17052,0.474282007393315,4.29372256254209e-05
Aquila chrysaetos chrysaetos,5,76621501,1112,1.45128976264769e-05,1203454851,17052,0.474282007393315,4.29372256254209e-05
Aquila chrysaetos chrysaetos,6,54402963,820,1.50727084478836e-05,1203454851,17052,0.474282007393315,4.29372256254209e-05
Aquila chrysaetos chrysaetos,7,47779391,485,1.01508200470785e-05,1203454851,17052,0.474282007393315,4.29372256254209e-05
Aquila chrysaetos chrysaetos,8,46934974,826,1.75988166095501e-05,1203454851,17052,0.474282007393315,4.29372256254209e-05
Aquila chrysaetos chrysaetos,9,45241448,1084,2.39603294748656e-05,1203454851,17052,0.474282007393315,4.29372256254209e-05
Aquila chrysaetos chrysaetos,10,43949808,891,2.02731261078547e-05,1203454851,17052,0.474282007393315,4.29372256254209e-05
Aquila chrysaetos chrysaetos,11,43755789,619,1.41466995372887e-05,1203454851,17052,0.474282007393315,4.29372256254209e-05
Aquila chrysaetos chrysaetos,12,43481500,868,1.99625127927969e-05,1203454851,17052,0.474282007393315,4.29372256254209e-05
Aquila chrysaetos chrysaetos,13,41790845,616,1.47400704628011e-05,1203454851,17052,0.474282007393315,4.29372256254209e-05
